,Positioning,Quad,Single_1,4G bands,Java,Talk time,Video,Charging,Video_1,_1,Dual,WLAN,Messaging,SAR EU,GPRS,Phonebook,3G bands,CPU,OS,USB,2G bands,Announced,Internal,Chipset,GPU,Status,3.5mm jack,Price,Music play,Features_1,Build,Games,NFC,EDGE,_3,_2,Model Name,SIM,Brand,Type,Technology,Size,Model Image,Weight,Call records,Keyboard,Infrared port,Colors,Resolution,Protection,Speed,Sensors,_4,Models,Radio,Bluetooth,SAR,Features,Browser,Dimensions,Card slot,Loudspeaker,Type_1,Single,Stand-by
GSM 900 / 1800 - SIM 2,No,,,,"Yes, MIDP 2.0",Up to 5 h,Yes,,,No,,No,"SMS, MMS, Email",,Class 10,"1000 entries, Photocall",,,,2.0,GSM 900 / 1800 - SIM 1,2010. Released 2010,,,,Discontinued,No,About 50 EUR,,,,Downloadable,,Class 10,,"Nimbuzz, Facebook appMP3/AAC+ playerMP4/H.263 playerTV-outOrganizerPredictive text input",Micromax X600,Dual SIM (Mini-SIM),Micromax,"TFT resistive touchscreen, 256K colors",GSM,"3.2 inches, 31.7 cm2(~50.1% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/micromax-x600.jpg,110 g (3.88 oz),Yes,,,Black,"240 x 320 pixels, 4:3 ratio (~125 ppi density)",,,Accelerometer,,,Stereo FM radio,"2.0, A2DP",,,WAP 2.0/xHTML (Opera Mini),113 x 56 x 12.7 mm (4.45 x 2.20 x 0.5 in),microSDHC (dedicated slot),Yes,Removable Li-Ion 1100 mAh battery,2 MP,Up to 192 h
3D Cube UI,No,,,,"Yes, MIDP 2.0",Up to 8 h,Yes,,,No,,No,"SMS, MMS, Email",,Class 10,"1000 entries, Photocall",,,,2.0,GSM 900 / 1800,2010. Released 2010,,,,Discontinued,Yes,About 50 EUR,,,,Downloadable,,No,,"Nimbuzz, Facebook appMP3/AAC+ playerMP4/H.263 playerTV-outOrganizerPredictive text input",Micromax X550 Qube,Mini-SIM,Micromax,"TFT resistive touchscreen, 256K colors",GSM,"3.2 inches, 29.1 cm2(~46.3% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/micromax-x550-new.jpg,85 g (3.00 oz),Yes,,,Black,"240 x 400 pixels, 5:3 ratio (~146 ppi density)",,,,,,Stereo FM radio,"2.0, A2DP",,,WAP 2.0/xHTML (Opera Mini),112.5 x 55.9 x 14.1 mm (4.43 x 2.20 x 0.56 in),microSDHC (dedicated slot),Yes,Removable Li-Ion 1200 mAh battery,2 MP,Up to 144 h
No,No,,,,"Yes, MIDP 2.0",Up to 8 h,Yes,,,"Nimbuzz, Facebook appMP3/AAC+ playerMP4/H.263 playerTV-outOrganizerPredictive text input",,No,"SMS, MMS",,Class 10,"2000 entries, Photocall",,,,2.0,GSM 900 / 1800,2010. Released 2010,,,,Discontinued,Yes,About 40 EUR,,,,Downloadable,,No,,,Micromax X510 Pike,Mini-SIM,Micromax,"TFT resistive touchscreen, 256K colors",GSM,"2.8 inches, 22.3 cm2(~36.8% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/micromax-x510-new.jpg,103 g (3.63 oz),Yes,,,"Black, 5 color backpanels in the package","240 x 400 pixels, 5:3 ratio (~167 ppi density)",,,,,,Stereo FM radio,"2.0, A2DP",,,WAP 2.0/xHTML (Opera Mini),110.2 x 55 x 14.8 mm (4.34 x 2.17 x 0.58 in),microSDHC (dedicated slot),Yes,Removable Li-Ion 1500 mAh battery,2 MP,Up to 384 h
No,No,,,,"Yes, MIDP 2.0",Up to 4 h,Yes,,,MP3/AAC+ playerMP4/H.263 playerTV-outOrganizerPredictive text input,,No,"SMS, MMS",,Class 10,"1000 entries, Photocall",,,,2.0,GSM 900 / 1800 / 1900,2010. Released 2010,87MB,,,Discontinued,No,About 70 EUR,,,,Downloadable,,No,,,Micromax X500,Mini-SIM,Micromax,"TFT resistive touchscreen, 256K colors",GSM,"2.8 inches, 24.3 cm2(~39.9% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/micromax-x500.jpg,110 g (3.88 oz),Yes,,,Black,"240 x 320 pixels, 4:3 ratio (~143 ppi density)",,,,,,"Stereo FM radio, recording","2.0, A2DP",,,WAP 2.0/xHTML (Opera Mini),117 x 52 x 15 mm (4.61 x 2.05 x 0.59 in),microSD (dedicated slot),Yes,Removable Li-Ion 800 mAh battery,"5 MP, AF",Up to 150 h
GSM 900 / 1800 / 1900 - SIM 2,No,,,,No,Up to 6 h,Yes,,,No,,No,"SMS, MMS",,Class 10,1000 entries,,,,No,GSM 900 / 1800 / 1900 - SIM 1,2010. Released 2010,,,,Discontinued,No,About 50 EUR,,,,Downloadable,,No,,MP3/AAC+ playerCalendarPredictive text input,Micromax X310,Dual SIM (Mini-SIM),Micromax,"CSTN, 65K colors",GSM,"2.2 inches, 15.2 cm2(~28.0% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/micromax-x310.jpg,74 g (2.61 oz),Yes,,,Black,176 x 220 pixels (~128 ppi density),,,,,,"Stereo FM radio, recording",No,,,WAP 2.0/xHTML,110.3 x 49.3 x 12.3 mm (4.34 x 1.94 x 0.48 in),microSD (dedicated slot),Yes,Removable Li-Ion 900 mAh battery,1.3 MP,Up to 210 h
GSM 900 / 1800 - SIM 2,No,,,,"Yes, MIDP 2.0",Up to 14 h,,,,No,,No,"SMS, MMS",,Class 12,500 entries,,,,No,GSM 900 / 1800 - SIM 1,2010. Released 2010,,,,Discontinued,No,About 30 EUR,,,,Downloadable,,No,,OrganizerMP3/AAC+ playerPredictive text input,Micromax X2i,"Dual SIM (Mini-SIM, dual stand-by)",Micromax,"CSTN, 65K colors",GSM,"1.44 inches, 6.7 cm2(~14.0% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/micromax-x2i.jpg,87 g (3.07 oz),Yes,,,Black,"128 x 128 pixels, 1:1 ratio (~126 ppi density)",,,,,,Stereo FM radio,No,,,WAP 2.0/xHTML,105.3 x 45.4 x 16.3 mm (4.15 x 1.79 x 0.64 in),microSDHC (dedicated slot),Yes,Removable Li-Ion 1800 mAh battery,,Up to 480 h
GSM 900 / 1800 - SIM 2,No,,,,No,Up to 6 h,,,,Flashlight,,No,"SMS, MMS",,No,500 entries,,,,No,GSM 900 / 1800 - SIM 1,2010. Released 2010,,,,Discontinued,Yes,About 20 EUR,,,,Downloadable,,No,MP3/AAC+ playerCalendar,No,Micromax X118,"Dual SIM (Mini-SIM, dual stand-by)",Micromax,"CSTN, 65K colors",GSM,"1.75 inches, 9.6 cm2",https://fdn2.gsmarena.com/vv/bigpic/micromax-x118.jpg,-,Yes,,,Black,128 x 160 pixels (~117 ppi density),,,,,,Stereo FM radio,No,,,No,-,microSD (dedicated slot),Yes,Removable Li-Ion 850 mAh battery,,Up to 240 h
Flashlight,No,,,,No,,,,,No,,No,SMS,,No,300 entries,,,,No,GSM 900 / 1800,2010. Released 2010,,,,Discontinued,No,About 10 EUR,,,,Downloadable,,No,,Calendar,Micromax X100,Mini-SIM,Micromax,"TFT, 65K colors",GSM,"1.46 inches, 6.9 cm2",https://fdn2.gsmarena.com/vv/bigpic/micromax-x100.jpg,61 g (2.15 oz),Yes,,,Black,"128 x 128 pixels, 1:1 ratio (~124 ppi density)",,,,,,Stereo FM radio,No,,,No,-,No,Yes,Removable Li-Ion 450 mAh battery,,
GSM 900 / 1800,No,,,,No,Up to 16 h,,,,No,,No,SMS,,Class 10,100 entries,,,,No,GSM 900 / 1800,2010. Released 2010,,,,Discontinued,No,About 20 EUR,,,,Downloadable,,No,,OrganizerMP3/AAC+ playerVoice memoPredictive text input,Micromax X1i,Mini-SIM,Micromax,"CSTN, 65K colors",GSM,"1.46 inches, 6.9 cm2(~14.6% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/micromax-x1i.jpg,82 g (2.89 oz),Yes,,,Black,"128 x 128 pixels, 1:1 ratio (~124 ppi density)",,,,,,No,No,,,No,106 x 44.5 x 16 mm (4.17 x 1.75 x 0.63 in),microSD (dedicated slot),Yes,Removable Li-Ion 1800 mAh battery,,Up to 720 h
CDMA 800,No,,,,"Yes, MIDP 2.0",Up to 4 h,Yes,,,No,,No,"SMS, MMS",,,"1000 entries, Photocall",CDMA2000 1x,,,Proprietary,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,2010. Released 2010,,,,Discontinued,No,About 180 EUR,,,,Downloadable,,,,MP3/WAV playerMP4/H.263 playerVoice memoPredictive text input,Micromax GC700,Dual SIM (Mini-SIM),Micromax,"TFT,  256K colors",GSM / CDMA2000,"2.8 inches, 22.3 cm2(~36.7% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/micromax-gc700.jpg,82 g (2.89 oz),Yes,,,Black,"240 x 400 pixels, 5:3 ratio (~167 ppi density)",,CDMA2000 1x,Accelerometer,,,"Stereo FM radio, recording",2.0,,,WAP 2.0/xHTML,117 x 52 x 15 mm (4.61 x 2.05 x 0.59 in),microSDHC (dedicated slot),Yes,Removable Li-Ion 940 mAh battery,2 MP,Up to 140 h
CDMA 800,No,,,,"Yes, MIDP 2.0",Up to 6 h,Yes,,,No,,No,"SMS, MMS",,Yes,1000 entries,,,,Proprietary,GSM 900 / 1800 - SIM 1 & SIM 2,2010. Released 2010,,,,Discontinued,No,About 50 EUR,,,,Downloadable,,No,,3D light messengerMP3/WAV playerMP4/H.263 playerVoice memoPredictive text input,Micromax GC400,Dual SIM (Mini-SIM),Micromax,"TFT,  256K colors",GSM,"2.2 inches, 15.0 cm2(~25.7% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/micromax-gc400.jpg,103 g (3.63 oz),Yes,,,Black,"240 x 320 pixels, 4:3 ratio (~182 ppi density)",,,Accelerometer,,,Stereo FM radio,Yes,,,WAP 2.0/xHTML,115.1 x 50.6 x 14.7 mm (4.53 x 1.99 x 0.58 in),microSD (dedicated slot),Yes,Removable Li-Ion 1000 mAh battery,2 MP,Up to 180 h
CDMA 800,No,,,,"Yes, MIDP 2.0",Up to 3 h,Yes,,,No,,No,"SMS, MMS",,Yes,Yes,,,,Proprietary,GSM 900 / 1800 - SIM 1 & SIM 2,2010. Released 2010,,,,Discontinued,No,About 40 EUR,,,,Downloadable,,No,MP3/WAV playerMP4/H.263 playerVoice memoPredictive text input,dedicated music keys,Micromax GC360,Dual SIM (Mini-SIM),Micromax,"TFT, 65K colors",GSM,,https://fdn2.gsmarena.com/vv/bigpic/micromax-gc360-new.jpg,105 g (3.70 oz),Yes,,,Black,176 x 220 pixels,,,,,,Stereo FM radio,Yes,,,WAP 2.0/xHTML,111 x 48 x 14.8 mm (4.37 x 1.89 x 0.58 in),microSD (dedicated slot),Yes,Removable Li-Ion 1050 mAh battery,Yes,Up to 56 h
CDMA 800 / 1900,No,,,,"Yes, MIDP 2.0",Up to 6 h 40 min,Yes,,,No,,No,"SMS, MMS",,Class 10,Yes,,,,Proprietary,GSM 900 / 1800,2010. Released 2010,,,,Discontinued,No,About 40 EUR,,,,Downloadable,,No,,MP3/WAV playerMP4/H.263 playerVoice memoPredictive text input,Micromax GC275,Mini-SIM,Micromax,"TFT, 65K colors",GSM / CDMA,,https://fdn2.gsmarena.com/vv/bigpic/micromax-gc275.jpg,100 g (3.53 oz),Yes,,,Black,,,,,,,Stereo FM radio,"Yes,, A2DP",,,WAP 2.0/xHTML,107.7 x 44.4 x 14.5 mm (4.24 x 1.75 x 0.57 in),microSD (dedicated slot),Yes,Removable Li-Ion 800 mAh battery,Yes,Up to 240 h
Trackball,No,,,,"Yes, MIDP 2.0",Up to 7 h,Yes,,,No,,Wi-Fi 802.11 b/g,"SMS, MMS",,Class 10,1000 entries,,,,Proprietary,GSM 900 / 1800,2010. Released 2010,,,,Discontinued,Yes,About 40 EUR,,,,Downloadable,,Class 10,,"Facebook, NimBuzz appsMP3/WAV playerMP4/H.263 playerVoice memoPredictive text input",Micromax Q75,Mini-SIM,Micromax,"TFT, 65K colors",GSM,,https://fdn2.gsmarena.com/vv/bigpic/micromax-q75-new.jpg,-,Yes,QWERTY,,Black,"320 x 240 pixels, 4:3 ratio",,,,,,Stereo FM radio,Yes,,,WAP 2.0/xHTML (Opera Mini),115 x 64.5 x 12.2 mm (4.53 x 2.54 x 0.48 in),microSDHC (dedicated slot),Yes,Removable Li-Ion 1200 mAh battery,3.15 MP,Up to 240 h
GSM 900 / 1800 - SIM 2,No,,,,"Yes, MIDP 2.0",Up to 7 h,Yes,,,No,,No,"SMS, MMS",,Class 10,1000 entries,,,,Proprietary,GSM 900 / 1800 - SIM 1,2010. Released 2010,,,,Discontinued,Yes,About 40 EUR,,,,Downloadable,,Class 10,"Facebook, NimBuzz appsMP3/WAV playerMP4/H.263 playerVoice memoPredictive text input",Built-in Yamaha audio amplifier,Micromax Q6,Dual SIM (Mini-SIM),Micromax,"TFT, 65K colors",GSM,,https://fdn2.gsmarena.com/vv/bigpic/micromax-q6.jpg,130 g (4.59 oz),Yes,QWERTY,,Black,"240 x 320 pixels, 4:3 ratio",,,,,,Stereo FM radio,Yes,,,WAP 2.0/xHTML (Opera Mini),112.5 x 51 x 15.4 mm (4.43 x 2.01 x 0.61 in),microSDHC (dedicated slot),Yes,Removable Li-Ion 950 mAh battery,2 MP,Up to 216 h
GSM 900 / 1800 - SIM 2,No,,,,"Yes, MIDP 2.0",Up to 4 h 30 min,Yes,,,Trackball,,Wi-Fi 802.11 b/g,"SMS, MMS",,Class 10,"1000 entries, Photocall",,,,Proprietary,GSM 900 / 1800 - SIM 1,"2010, May. Released 2010, May",78MB,,,Discontinued,Yes,About 40 EUR,,,,Downloadable,,Class 10,Built-in Yamaha audio amplifier,No,Micromax Q7,Dual SIM (Mini-SIM),Micromax,"TFT, 256K colors",GSM,"2.2 inches, 15.0 cm2(~23.1% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/micromax-q7.jpg,100 g (3.53 oz),Yes,QWERTY,,"Black, White","320 x 240 pixels, 4:3 ratio (~182 ppi density)",,,,"Facebook, NimBuzz appsMP3/WAV playerMP4/H.263 playerVoice memoPredictive text input",,Stereo FM radio,Yes,,,WAP 2.0/xHTML (Opera Mini),110 x 59 x 10.7 mm (4.33 x 2.32 x 0.42 in),microSDHC (dedicated slot),Yes,Removable Li-Ion 800 mAh battery,2 MP,Up to 144 h
No,No,,,,No,Up to 5 h,No,,,OrganizerMP3/AAC playerVoice memoPredictive text input,,No,"SMS, MMS",,Class 12,500 entries,,,,Proprietary,GSM 900 / 1800,"2010, March. Released 2010, March",,,,Discontinued,No,About 30 EUR,,,,Downloadable,,No,,,Micromax G4,Mini-SIM,Micromax,"TFT, 256K colors",GSM,"2.4 inches, 17.8 cm2(~32.1% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/g4.jpg,-,Yes,,,Black,"240 x 320 pixels, 4:3 ratio (~167 ppi density)",,,Accelerometer,,,Stereo FM radio,Yes,,,WAP 2.0/xHTML,112 x 49.6 x 12.8 mm (4.41 x 1.95 x 0.50 in),microSDHC (dedicated slot),Yes,Removable Li-Ion 850 mAh battery,2 MP,Up to 192 h
No,"GPS, A-GPS",,,,,Up to 5 h,No,,,OrganizerDocument viewerMP3/AAC+/WAV/WMA playerMP4/H.264/WMV playerVoice memoPredictive text input,,Wi-Fi 802.11 b/g,,,Class 10,,,K3 Hi3611 460MHz,Microsoft Windows Mobile 6.1 Professional,Proprietary,GSM 850 / 900 / 1800 / 1900,"2010, February. Released 2010, February","256MB ROM, 128MB RAM",,,Discontinued,Yes,About 60 EUR,,,,,,Class 10,,,Micromax W900,Mini-SIM,Micromax,"TFT resistive touchscreen, 256K colors",GSM,"3.2 inches, 29.1 cm2(~47.3% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/w900.jpg,113 g (3.99 oz),,,,Black,"240 x 400 pixels, 5:3 ratio (~146 ppi density)",,,Accelerometer,,,No,Yes,,,WAP 2.0/xHTML,112 x 55 x 14.2 mm (4.41 x 2.17 x 0.56 in),"microSDHC (dedicated slot), 2 GB included",Yes,Removable Li-Ion 1500 mAh battery,2 MP,Up to 480 h
GSM 900 / 1800 - SIM 2,No,,,,No,,Yes,,,No,,No,"SMS, MMS",,Class 10,"300 entries, Photocall",,,,miniUSB 1.1,GSM 900 / 1800 - SIM 1,"2010, Q2. Released 2010, July",,,,Discontinued,No,About 30 EUR,,,,Downloadable,,No,,OrganizerMP3/AAC+ playerMP4/H.263 playerVoice memoPredictive text input,Micromax X330,Dual SIM (Mini-SIM),Micromax,"TFT, 256K colors",GSM,"2.2 inches, 15.2 cm2(~28.1% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/x330.jpg,-,Yes,,,Black,176 x 220 pixels (~128 ppi density),,,,,,FM radio,Yes,,,WAP 2.0/xHTML,110.5 x 49 x 14.5 mm (4.35 x 1.93 x 0.57 in),microSDHC (dedicated slot),Yes,Removable Li-Ion battery,2 MP,
TV OutOrganizerMP3/AAC+/WAV playerMP4/H.263 playerVoice memo/dialPredictive text input,No,,Yes,,"Yes, MIDP 2.0",Up to 4 h,Yes,,,,,No,"SMS, MMS",,,"1000 entries, Photocall",HSDPA 850 / 1900 / 2100,,,Proprietary,GSM 850 / 900 / 1800 / 1900,"2009, October. Released 2009, October",52MB,,,Discontinued,No,About 60 EUR,,,,Downloadable,,,,,Micromax H360,Mini-SIM,Micromax,"TFT, 256K colors",GSM / HSPA,"2.4 inches, 17.8 cm2(~31.7% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/h360.jpg,104 g (3.67 oz),Yes,,,Black,"240 x 320 pixels, 4:3 ratio (~167 ppi density)",,HSPA 3.6/0.384 Mbps,,,,No,"2.0, A2DP",,,WAP 2.0/xHTML,113 x 49.8 x 13 mm (4.45 x 1.96 x 0.51 in),microSDHC (dedicated slot),Yes,Removable Li-Ion 1000 mAh battery,3.15 MP,Up to 180 h
GSM 900 / 1800 - SIM 2,No,,,,No,Up to 3 h,,,,No,,No,"SMS, MMS",,Class 10,"500 entries, Photocall",,,,Proprietary,GSM 900 / 1800 - SIM 1,"2010, February. Released 2010, February",,,,Discontinued,No,About 20 EUR,,,,Downloadable,,No,,MP3/WAV playerMP4/H.263 playerVoice memoPredictive text input,Micromax Q1,Dual SIM (Mini-SIM),Micromax,"TFT, 256K colors",GSM,"2.2 inches, 15.2 cm2(~22.4% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/q1.jpg,97 g (3.42 oz),Yes,QWERTY,,Black,176 x 220 pixels (~128 ppi density),,,,,,Stereo FM radio,No,,,WAP 2.0/xHTML,111.2 x 61.2 x 13 mm (4.38 x 2.41 x 0.51 in),microSDHC (dedicated slot),Yes,Removable Li-Ion 1000 mAh battery,,Up to 120 h
GSM 900 / 1800 - SIM 2,No,,,,"Yes, MIDP 2.0",Up to 4 h,Yes,,,No,,No,"SMS, MMS",,Class 10,"1000 entries, Photocall",,,,Proprietary,GSM 900 / 1800 - SIM 1,"2009, June. Released 2009, June",10MB,,,Discontinued,No,About 30 EUR,,,,Downloadable,,No,,MP3/WAV playerMP4/H.263 playerVoice memoPredictive text input,Micromax Q3,Dual SIM (Mini-SIM),Micromax,"TFT, 256K colors",GSM,"2.2 inches, 15.2 cm2(~22.4% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/q3.jpg,97 g (3.42 oz),Yes,QWERTY,,Black,176 x 220 pixels (~128 ppi density),,,,,,"Stereo FM radio, recording",Yes,,,WAP 2.0/xHTML,111.2 x 61.2 x 13 mm (4.38 x 2.41 x 0.51 in),microSD (dedicated slot),Yes,Removable Li-Ion 1000 mAh battery,1.3 MP,Up to 160 h
GSM 900 / 1800 - SIM 2,No,,,,No,Up to 4 h,Yes,,,No,,No,"SMS, MMS",,Class 10,"500 entries, Photocall",,,,Proprietary,GSM 900 / 1800 - SIM 1,"2009, December. Released 2009, December",,,,Discontinued,No,About 30 EUR,,,,Downloadable,,No,,MSN/Yahoo messengerMP3/WAV playerMP4/H.263 playerVoice memoPredictive text input,Micromax Q2,Dual SIM (Mini-SIM),Micromax,"TFT, 256K colors",GSM,"2.2 inches, 15.2 cm2(~22.4% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/q2.jpg,97 g (3.42 oz),Yes,QWERTY,,Black,176 x 220 pixels (~128 ppi density),,,,,,Stereo FM radio,No,,,WAP 2.0/xHTML,111.2 x 61.2 x 13 mm (4.38 x 2.41 x 0.51 in),microSDHC (dedicated slot),Yes,Removable Li-Ion 1000 mAh battery,Yes,Up to 160 h
GSM 900 / 1800 - SIM 2,No,,,,"Yes, MIDP 2.0",Up to 5 h,Yes,,,Trackball,,No,"SMS, MMS",,Class 10,"1000 entries, Photocall",,,,Proprietary,GSM 900 / 1800 - SIM 1,"2010, January. Released 2010, January",15MB,,,Discontinued,No,About 40 EUR,,,,Downloadable,,Class 10,Built-in Yamaha audio amplifier,No,Micromax Q5 fb,Dual SIM (Mini-SIM),Micromax,"TFT, 256K colors",GSM,"2.2 inches, 15.0 cm2(~21.0% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/q5fb.jpg,95 g (3.35 oz),Yes,QWERTY,,Black,"320 x 240 pixels, 4:3 ratio (~182 ppi density)",,,,"Facebook, NimBuzz appsMP3/WAV playerMP4/H.263 playerVoice memoPredictive text input",,Stereo FM radio,Yes,,,WAP 2.0/xHTML (Opera Mini),115 x 62 x 12.5 mm (4.53 x 2.44 x 0.49 in),microSDHC (dedicated slot),Yes,Removable Li-Ion 1000 mAh battery,2 MP,Up to 180 h
GSM 900 / 1800 - SIM 2,No,,,,"Yes, MIDP 2.0",Up to 3 h,Yes,,,No,,No,"SMS, MMS",,Class 10,"1000 entries, Photocall",,,,Proprietary,GSM 900 / 1800 - SIM 1,"2010, February. Released 2010, February",10MB,,,Discontinued,No,About 40 EUR,,,,Downloadable,,Class 10,,"Facebook, NimBuzz appsMP3/WAV playerMP4/H.263 playerVoice memoPredictive text input",Micromax Q55 Bling,Dual SIM (Mini-SIM),Micromax,"TFT, 256K colors",GSM,"2.4 inches, 17.8 cm2(~36.4% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/q55.jpg,75 g (2.65 oz),Yes,QWERTY,,White,"320 x 240 pixels, 4:3 ratio (~167 ppi density)",,,,,,Stereo FM radio,Yes,,,WAP 2.0/xHTML (Opera Mini),70 x 70 x 16.3 mm (2.76 x 2.76 x 0.64 in),microSDHC (dedicated slot),Yes,Removable Li-Ion 850 mAh battery,2 MP,Up to 180 h
GSM 900 / 1800 - SIM 2,No,,,,No,Up to 15 h,,,,No,,No,"SMS, MMS",,Class 10,100 entries,,,,No,GSM 900 / 1800 - SIM 1,"2009, November. Released 2009, November",,,,Discontinued,No,About 20 EUR,,,,Downloadable,,No,,OrganizerMP3/AAC+ playerVoice memoPredictive text input,Micromax X1i plus,Mini-SIM,Micromax,"CSTN, 65K colors",GSM,"1.46 inches, 6.9 cm2(~14.6% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/x1i-plus.jpg,82 g (2.89 oz),Yes,,,Black,"128 x 128 pixels, 1:1 ratio (~124 ppi density)",,,,,,Stereo FM radio,No,,,No,106 x 44.5 x 16 mm (4.17 x 1.75 x 0.63 in),microSD (dedicated slot),Yes,Removable Li-Ion 1800 mAh battery,,Up to 720 h
GSM 900 / 1800 - SIM 2,No,,,,No,Up to 14 h,No,,,No,,No,"SMS, MMS",,Class 10,500 entries,,,,No,GSM 900 / 1800 - SIM 1,"2010, February. Released 2010, February",,,,Discontinued,No,About 40 EUR,,,,Downloadable,,No,,OrganizerMP3/AAC+/WAV playerMP4/H.263 playerVoice memoPredictive text input,Micromax X2i plus,Mini-SIM,Micromax,"CSTN, 65K colors",GSM,"1.75 inches, 9.6 cm2(~19.6% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/x2i-plus.jpg,90 g (3.17 oz),Yes,,,Black,128 x 160 pixels (~117 ppi density),,,,,,Stereo FM radio,Yes,,,WAP 2.0/xHTML,107 x 46 x 15.5 mm (4.21 x 1.81 x 0.61 in),microSDHC (dedicated slot),Yes,Removable Li-Ion 1800 mAh battery,Yes,Up to 480 h
GSM 900 / 1800 - SIM 2,No,,,,No,Up to 5 h,,,,Flashlight,,No,"SMS, MMS, EMS",,Class 10,500 entries,,,,No,GSM 900 / 1800 - SIM 1,"2009, July. Released 2009, July",,,,Discontinued,No,About 20 EUR,,,,Downloadable,,No,OrganizerMP3/AAC+ playerVoice memoPredictive text input,No,Micromax X114,Mini-SIM,Micromax,"CSTN, 65K colors",GSM,"1.5 inches, 7.3 cm2(~15.0% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/x114.jpg,70 g (2.47 oz),Yes,,,Black,"128 x 128 pixels, 1:1 ratio (~121 ppi density)",,,,,,Stereo FM radio,No,,,WAP 2.0/xHTML,106 x 45.5 x 14 mm (4.17 x 1.79 x 0.55 in),microSD (dedicated slot),Yes,Removable Li-Ion 1050 mAh battery,,Up to 200 h
water resistant marble keyboard,No,,,,No,,,,,No,,No,SMS,,No,500 entries,,,,Proprietary,GSM 900 / 1800,"2010, April. Released 2010, April",32MB,,,Discontinued,No,About 20 EUR,,,,Downloadable,,No,,,Micromax X111,Mini-SIM,Micromax,"CSTN, 65K colors",GSM,"1.4 inches, 6.3 cm2(~15.0% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/x111.jpg,69 g (2.43 oz),Yes,,,"Silver, Golden","128 x 128 pixels, 1:1 ratio (~129 ppi density)",,,,,,Stereo FM radio; built-in antenna,No,,,No,88 x 48 x 11 mm (3.46 x 1.89 x 0.43 in),No,Yes,Removable Li-Ion 480 mAh battery,,
GSM 900 / 1800 - SIM 2,No,,,,No,Up to 4h 40 min,No,,,Flashlight,,No,"SMS, MMS",,Class 10,1000 entries,,,,Proprietary,GSM 900 / 1800 - SIM 1,"2009, December. Released 2009, December",,,,Discontinued,No,About 20 EUR,,,,Downloadable,,No,OrganizerMP3/AAC playerVoice memoPredictive text input,No,Micromax X215,Mini-SIM,Micromax,"CSTN, 65K colors",GSM,"1.5 inches, 7.3 cm2",https://fdn2.gsmarena.com/vv/bigpic/x215.jpg,65 g (2.29 oz),Yes,,,Black,"128 x 128 pixels, 1:1 ratio (~121 ppi density)",,,,,,Stereo FM radio,No,,,WAP 2.0/xHTML,-,microSDHC (dedicated slot),Yes,Removable Li-Ion 1000 mAh battery,Yes,Up to 300 h
GSM 900 / 1800 - SIM 2,No,,,,No,Up to 3h,No,,,Flashlight,,No,"SMS, MMS",,Class 10,500 entries,,,,Proprietary,GSM 900 / 1800 - SIM 1,"2010, January. Released 2010, January",,,,Discontinued,No,About 20 EUR,,,,Downloadable,,No,MP3/AAC playerMP4/H.263 playerVoice memoPredictive text input,No,Micromax X220,Mini-SIM,Micromax,"CSTN, 65K colors",GSM,"1.81 inches, 10.3 cm2(~22.9% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/x220.jpg,78.5 g (2.75 oz),Yes,,,Black,128 x 160 pixels (~113 ppi density),,,,,,Stereo FM radio,Yes,,,WAP 2.0/xHTML,96 x 47 x 16 mm (3.78 x 1.85 x 0.63 in),microSD (dedicated slot),Yes,Removable Li-Ion 800 mAh battery,Yes,Up to 240 h
