,Stand-by,Card slot,Model Name,USB,_3,EDGE,Sensors,SIM,Size,_2,Video,Messaging,Games,Infrared port,Technology,Brand,Dimensions,Weight,Model Image,Positioning,GPRS,Java,Single_1,CPU,Video_1,Call records,Single,Announced,Radio,Loudspeaker,OS,Status,Type,Internal,Browser,Type_1,Bluetooth,3.5mm jack,Colors,Speed,Phonebook,Features,Talk time,_1,3G bands,Alert types,Resolution,2G bands,WLAN
No,,No,Amoi A200,No,,No,,Mini-SIM,"1.5 inches, 7.3 cm2(~21.6% screen-to-body ratio)",,No,SMS,Yes,,GSM,Amoi,82 x 41 x 15 mm (3.23 x 1.61 x 0.59 in),,https://fdn2.gsmarena.com/vv/bigpic/amoi-a200.gif,No,No,No,,,,"20 dialed, 20 received, 20 missed calls",VGA,2007,No,No,,Discontinued,"CSTN, 65K colors",3MB,No,Removable Li-Ion 750 mAh battery,No,No,"Black & Silver, Pink & White",,500 entries,,,PC SyncOrganizer,,"Vibration; Downloadable polyphonic, MIDI ringtones","128 x 128 pixels, 1:1 ratio (~121 ppi density)",GSM 900 / 1800,No
No,,No,Amoi A102,No,,No,,Mini-SIM,"1.5 inches, 7.3 cm2(~18.9% screen-to-body ratio)",,,SMS,Yes,,GSM,Amoi,85.5 x 45 x 18 mm (3.37 x 1.77 x 0.71 in),,https://fdn2.gsmarena.com/vv/bigpic/amoi-a102.gif,No,No,No,,,,"10 dialed, 10 received, 10 missed calls",,2007,No,No,,Discontinued,"CSTN, 65K colors",,No,Removable Li-Ion 750 mAh battery,No,No,Black,,300 entries,,,,,"Vibration; Downloadable polyphonic, MIDI ringtones","128 x 128 pixels, 1:1 ratio (~121 ppi density)",GSM 900 / 1800,No
No,Up to 350 h,No,Amoi A100,No,,No,,Mini-SIM,"1.5 inches, 7.3 cm2(~18.9% screen-to-body ratio)",,,SMS,Yes,,GSM,Amoi,85.5 x 45 x 18 mm (3.37 x 1.77 x 0.71 in),75 g (2.65 oz),https://fdn2.gsmarena.com/vv/bigpic/amoi-a100.gif,No,No,No,,,,"10 dialed, 10 received, 10 missed calls",,2007,No,No,,Discontinued,"CSTN, 65K colors",,No,Removable Li-Ion 750 mAh battery,No,No,Black,,300 entries,,Up to 7 h,,,"Vibration; Downloadable polyphonic, MIDI ringtones","128 x 128 pixels, 1:1 ratio (~121 ppi density)",GSM 900 / 1800,No
5-way wavigation key,Up to 500 h,No,Amoi A10,No,,No,,Mini-SIM,"1.5 inches, 7.3 cm2(~16.1% screen-to-body ratio)",,,SMS,Yes,,GSM,Amoi,102.4 x 44 x 15 mm (4.03 x 1.73 x 0.59 in),,https://fdn2.gsmarena.com/vv/bigpic/amoi-a10.gif,No,No,No,,,,"10 dialed, 10 received, 10 missed calls",,2007,No,No,,Discontinued,"CSTN, mono",,No,Removable Li-Ion 1100 mAh battery,No,No,Black,,Yes,,Up to 9 h,No,,"Vibration; Downloadable polyphonic, MIDI, AMR ringtones","128 x 128 pixels, 1:1 ratio (~121 ppi density)",GSM 900 / 1800,No
Handwriting recognition,Up to 150 h,microSD (dedicated slot),Amoi E850,1.1,,No,,Mini-SIM,"2.4 inches, 16.8 cm2(~30.6% screen-to-body ratio)",Pocket OfficeMedia playerPC SyncVoice memoOrganizerWorld Time,Yes,,,Yes,GSM,Amoi,102 x 54 x 20 mm (4.02 x 2.13 x 0.79 in),108 g (3.81 oz),https://fdn2.gsmarena.com/vv/bigpic/amoi-e850.gif,No,Class 10,,,Intel XScale PXA 272 312 MHz,,,2 MP,"2006, Q2",No,No,Microsoft Windows Mobile 5.0 for PocketPC Phone Edition,Discontinued,"TFT resistive touchscreen, 256K colors (65K effective)","64MB RAM, 128MB ROM",WAP 2.0,Removable Li-Ion 1100 mAh battery,1.2,No,Black,,,LED flash,Up to 4 h,No,,"Vibration; Downloadable polyphonic, MP3 ringtones",204 x 320 pixels (~158 ppi density),GSM 900 / 1800 / 1900,No
"Second external OLED display,  96 x 64 pixels, 1.0 inches",Up to 120 h,microSD (dedicated slot),Amoi V810,Proprietary,,,,Mini-SIM,"2.0 inches, 12.6 cm2(~26.8% screen-to-body ratio)",Audio & Video streaming (MP3 & MP4)BREWPC SyncVoice memoOrganizerStop WatchWorld Time,CIF,"SMS, MMS, Email",Yes,,GSM / UMTS,Amoi,94 x 50 x 28 mm (3.70 x 1.97 x 1.10 in),128g (4.52 oz),https://fdn2.gsmarena.com/vv/bigpic/amoi-v810.gif,"GPS, A-GPS",,No,,,,"20 dialed, 20 received, 20 missed calls",1.3 MP,"2006, Q2",No,No,,Discontinued,"TFT, 256Kcolors",35MB,WAP 2.0,Removable Li-Ion 720 mAh battery,Yes,No,Silver,"Yes, 384 kbps",Yes,180 deg rotating lens,Up to 3 h,No,UMTS 2100,"Vibration; Downloadable polyphonic, MP3 ringtones",176 x 220 pixels (~141 ppi density),GSM 900 / 1800,No
"Second external CSTN display, 65K colors, 96 x 96 pixels, 1.1 inches",Up to 200 h,No,Amoi H815,Proprietary,,,,Mini-SIM,"2.0 inches, 12.6 cm2(~31.1% screen-to-body ratio)","Media player (H324M,MP3,H.263,MP4,AAC )PC SyncVoice memoOrganizerStop WatchWorld Time",Yes,"SMS, MMS, Email",Yes,,GSM / UMTS,Amoi,90 x 45 x 25 mm (3.54 x 1.77 x 0.98 in),106 g (3.74 oz),https://fdn2.gsmarena.com/vv/bigpic/amoi-h815.gif,No,,Yes,,,,"20 dialed, 20 received, 20 missed calls",1.3 MP,"2006, Q2",No,No,,Discontinued,"TFT, 256K colors",36MB,WAP 2.0,Removable Li-Ion 720 mAh battery,No,No,Silver,"Yes, 384 kbps","Yes, Photo/Video call",180 deg rotating lens,Up to 8 h,No,UMTS 2100,"Vibration; Downloadable polyphonic, MP3 ringtones",176 x 220 pixels (~141 ppi density),GSM 900 / 1800,No
"Second external CSTN display, 65K colors, 96 x 96 pixels, 1.1 inches",Up to 200 h,No,Amoi H812,Proprietary,,,,Mini-SIM,"2.0 inches, 12.6 cm2(~31.1% screen-to-body ratio)","Media player (H324M,MP3,H.263,MP4,AAC )PC SyncVoice memoOrganizerStop WatchWorld Time",Yes,"SMS, MMS, Email",Yes,,GSM / UMTS,Amoi,90 x 45 x 25 mm (3.54 x 1.77 x 0.98 in),106 g (3.74 oz),https://fdn2.gsmarena.com/vv/bigpic/amoi-h812.gif,No,,Yes,,,,"20 dialed, 20 received, 20 missed calls",1.3 MP,"2006, Q2",No,No,,Discontinued,"TFT, 256K colors",36MB,WAP 2.0,Removable Li-Ion 720 mAh battery,No,No,Silver black,"Yes, 384 kbps","Yes, Photo/Video call",180 deg rotating lens,Up to 8 h,No,UMTS 2100,"Vibration; Downloadable polyphonic, MP3 ringtones",176 x 220 pixels (~141 ppi density),GSM 900 / 1800,No
"Second external CSTN display, 65K colors, 96 x 96 pixels, 1.1 inches",Up to 200 h,No,Amoi H810,Proprietary,,,,Mini-SIM,"2.0 inches, 12.6 cm2(~31.1% screen-to-body ratio)","Media player (H324M,MP3,H.263,MP4,AAC )PC SyncVoice memoOrganizerStop WatchWorld Time",QCIF,"SMS, MMS, Email",Yes,,GSM / UMTS,Amoi,90 x 45 x 25 mm (3.54 x 1.77 x 0.98 in),106g (3.74 oz),https://fdn2.gsmarena.com/vv/bigpic/amoi-h810.gif,No,,Yes,,,,"20 dialed, 20 received, 20 missed calls",1.3 MP,"2006, Q2",No,No,,Discontinued,"TFT, 256K colors",36MB,WAP 2.0,Removable Li-Ion 720 mAh battery,No,No,Silver black,"Yes, 384 kbps","Yes, Photo/Video call",180 deg rotating lens,Up to 8 h,No,UMTS 2100,"Vibration; Downloadable polyphonic, MP3 ringtones",176 x 220 pixels (~141 ppi density),GSM 900 / 1800,No
"Second external CSTN display, 65K colors, 96 x 96 pixels, 1.1 inches",Up to 200 h,microSD (dedicated slot),Amoi H802,Proprietary,,,,Mini-SIM,"2.0 inches, 12.6 cm2(~26.9% screen-to-body ratio)","Media player (H324M,MP3,H.263,MP4,AAC )PC SyncVoice memoOrganizerStop WatchWorld Time",QCIF,"SMS, MMS, Email",Yes,,GSM / UMTS,Amoi,93.5 x 50 x 26.3 mm (3.68 x 1.97 x 1.04 in),130g (4.59 oz),https://fdn2.gsmarena.com/vv/bigpic/amoi-h802.gif,No,,"Yes, MIDP 2.0",,,,"20 dialed, 20 received, 20 missed calls",1.3 MP,"2006, Q2",No,No,,Discontinued,"TFT, 256K colors",7MB,WAP 2.0,Removable Li-Ion 720 mAh battery,Optional,No,Silver black,"Yes, 384 kbps","Yes, Photo/Video call",180 deg rotating lens,Up to 10 h,No,UMTS 2100,"Vibration; Downloadable polyphonic, MP3 ringtones",176 x 220 pixels (~141 ppi density),GSM 900 / 1800 / 1900,No
"Second external OLED display, 96 x 64 pixels, 1.0 inches",Up to 200 h,microSD (dedicated slot),Amoi H801,Proprietary,,,,Mini-SIM,"2.0 inches, 12.6 cm2(~27.1% screen-to-body ratio)","Media player (H324M,MP3,H.263,MP4,AAC )PC SyncVoice memoOrganizerStop WatchWorld Time",QCIF,"SMS, MMS, Email",Yes,,GSM / UMTS,Amoi,93 x 50 x 26 mm (3.66 x 1.97 x 1.02 in),129g (4.55 oz),https://fdn2.gsmarena.com/vv/bigpic/amoi-h801.gif,No,,"Yes, MIDP 2.0",,,,"20 dialed, 20 received, 20 missed calls",1.3 MP,"2006, Q2",No,No,,Discontinued,"TFT, 256K colors",7MB,WAP 2.0,Removable Li-Ion 720 mAh battery,Optional,No,Silver,"Yes, 384 kbps","Yes, Photo/Video call",180 deg rotating lens,Up to 10 h,No,UMTS 2100,"Vibration; Downloadable polyphonic, MP3 ringtones",176 x 220 pixels (~141 ppi density),GSM 900 / 1800 / 1900,No
"Second external OLED display, 96 x 64 pixels, 1.0 inches",Up to 200 h,microSD (dedicated slot),Amoi H8,Proprietary,,,,Mini-SIM,"2.0 inches, 12.6 cm2(~26.8% screen-to-body ratio)","Media player (H324M,MP3,H.263,MP4,AAC )PC SyncVoice memoOrganizerStop WatchWorld Time",QCIF,"SMS, MMS, Email",Yes,,GSM / UMTS,Amoi,94 x 50 x 28 mm (3.70 x 1.97 x 1.10 in),128 g (4.52 oz),https://fdn2.gsmarena.com/vv/bigpic/amoi-h8.gif,No,,Yes,,,,"20 dialed, 20 received, 20 missed calls",1.3 MP,"2006, Q2",No,No,,Discontinued,"TFT, 256K colors",7MB,WAP 2.0,Removable Li-Ion 720 mAh battery,Optional,No,Black-silver,"Yes, 384 kbps","Yes, Photo/Video call",180 deg rotating lens,Up to 10 h,No,UMTS 2100,"Vibration; Downloadable polyphonic, MP3 ringtones",176 x 220 pixels (~141 ppi density),GSM 900 / 1800 / 1900,No
"Second external OLED display, 96 x 64 pixels, 1.0 inches",Up to 200 h,microSD (dedicated slot),Amoi H80,Proprietary,,,,Mini-SIM,"2.0 inches, 12.6 cm2(~26.8% screen-to-body ratio)","Media player (H324M,MP3,H.263,MP4,AAC )PC SyncVoice memoOrganizerStop WatchWorld Time",QCIF,"SMS, MMS, Email",Yes,,GSM / UMTS,Amoi,94 x 50 x 28 mm (3.70 x 1.97 x 1.10 in),128g (4.52 oz),https://fdn2.gsmarena.com/vv/bigpic/amoi-h80.gif,No,,Yes,,,,"20 dialed, 20 received, 20 missed calls",1.3 MP,"2006, Q2",No,No,,Discontinued,"TFT, 256K colors",7MB,WAP 2.0,Removable Li-Ion 720 mAh battery,Optional,No,Black,"Yes, 384 kbps","Yes, Photo/Video call",180 deg rotating lens,Up to 10 h,No,UMTS 2100,"Vibration; Downloadable polyphonic, MP3 ringtones",176 x 220 pixels (~141 ppi density),GSM 900 / 1800 / 1900,No
No,,No,Amoi A675,miniUSB,,No,,Mini-SIM,"2.0 inches, 12.4 cm2(~28.7% screen-to-body ratio)",,Yes,"SMS, MMS, Email",Yes,,GSM,Amoi,93.2 x 46.3 x 23.3 mm (3.67 x 1.82 x 0.92 in),101.4 g (3.56 oz),https://fdn2.gsmarena.com/vv/bigpic/amoi-a675.gif,No,Class 10,Yes,,,,"20 dialed, 20 received, 20 missed calls",2 MP,"2006, Q2",No,No,,Discontinued,"TFT, 65K colors",128MB,WAP 2.0,Removable Li-Ion 720 mAh battery,Yes,No,Black,,500 entries,,,MP3/ MP4 PlayerPC SyncTV-outVoice memoOrganizerStop WatchWorld Time,,"Vibration; Downloadable polyphonic, MP3 ringtones","320 x 240 pixels, 4:3 ratio (~200 ppi density)",GSM 900 / 1800 / 1900,No
No,Up to 150 h,No,Amoi M636,miniUSB,,No,,Mini-SIM,"2.0 inches, 12.6 cm2(~25.0% screen-to-body ratio)",,Yes,"SMS, MMS",Yes,,GSM,Amoi,107 x 47 x 18 mm (4.21 x 1.85 x 0.71 in),97 g (3.42 oz),https://fdn2.gsmarena.com/vv/bigpic/amoi-m636.gif,No,Class 10,No,,,,"20 dialed, 20 received, 20 missed calls",2 MP,"2006, Q2",FM radio,"Yes, with stereo speakers",,Discontinued,"TFT, 256K colors",128MB,WAP 2.0,Removable Li-Ion 720 mAh battery,No,No,"Silver, Black",,500 entries,LED flash,Up to 5 h,MP3/ MP4 PlayerPC SyncVoice memoOrganizerStop WatchWorld Time,,"Vibration; Downloadable polyphonic, MP3, MIDI ringtones",176 x 220 pixels (~141 ppi density),GSM 900 / 1800 / 1900,No
"Second external CSTN display, 65K colors, 96 x 64 pixels, 1.0 inches",Up to 180 h,microSD (dedicated slot),Amoi A865,miniUSB,,No,,Mini-SIM,"2.0 inches, 12.6 cm2(~30.4% screen-to-body ratio)",Optical Character RecognitionMP3/ MP4 PlayerPC SyncVoice memoPhoto editorOrganizerStop WatchWorld Time,Yes,"SMS, MMS",Yes,,GSM,Amoi,90.3 x 45.9 x 22.8 mm (3.56 x 1.81 x 0.90 in),125 g (4.41 oz),https://fdn2.gsmarena.com/vv/bigpic/amoi-a865.gif,No,Class 10,"Yes, MIDP 2.0",,,,"20 dialed, 20 received, 20 missed calls",2 MP,"2006, Q2",FM radio,No,,Discontinued,"TFT, 256K colors",10MB,WAP 2.0,Removable Li-Ion 720 mAh battery,No,No,Silver,,500 entries,rotating lens,Up to 5 h,No,,"Vibration; Downloadable polyphonic, MP3, MIDI ringtones",176 x 220 pixels (~141 ppi density),GSM 900 / 1800 / 1900,No
Flashlight,Up to 220 h,No,Amoi A869,miniUSB,MP3/ MP4 PlayerPC SyncTV-outVoice memoPhoto editorOrganizerStop WatchWorld Time,No,,Mini-SIM,"2.0 inches, 12.4 cm2(~29.0% screen-to-body ratio)",No,Yes,"SMS, MMS",Yes,,GSM,Amoi,93 x 46 x 23.8 mm (3.66 x 1.81 x 0.94 in),92.5 g (3.25 oz),https://fdn2.gsmarena.com/vv/bigpic/amoi-a869.gif,No,Class 10,Yes,,,,"20 dialed, 20 received, 20 missed calls",2 MP,"2006, Q2",No,No,,Discontinued,"TFT, 256K colors",128MB,WAP 2.0,Removable Li-Ion 720 mAh battery,Yes,No,Silver,,1000 entries,LED flash,Up to 6 h,"Second external OLED display, 96 x 64 pixels, 1.0 inches",,"Vibration; Downloadable polyphonic, MP3, MIDI ringtones","240 x 320pixels, 4:3 ratio (~200 ppi density)",GSM 900 / 1800 / 1900,No
