,Type,Dimensions,Messaging,Model Image,_1,Bluetooth,3.5mm jack,SIM,EDGE,Video,Brand,Phonebook,Status,Resolution,Sensors,WLAN,Single,Alert types,Browser,USB,Internal,Talk time,Card slot,Colors,Loudspeaker,Games,Radio,Type_1,Call records,2G bands,Size,Weight,Announced,Model Name,_2,Technology,Stand-by,GPRS,Positioning,Java,_3
"Downloadable wallpapers, screensavers","TFT, 256K colors",98 x 47.5 x 16.3 mm (3.86 x 1.87 x 0.64 in),"SMS, MMS, Email",https://fdn2.gsmarena.com/vv/bigpic/wind-atom-van-gogh.gif,No,"1.2, A2DP",No,Mini-SIM,No,No,WND,"1000 entries, Photocall",Cancelled,176 x 220 pixels (~157 ppi density),,No,2 MP,"Vibration; Downloadable polyphonic, MIDI, MP3 ringtones",WAP 2.0/xHTML,1.1,128MB,Up to 3 h,microSD,"Silver-Gray, Silver-Fuchsia",Yes,Yes + downloadable,FM radio,Removable Li-Ion 820 mAh battery,"50 received, 50 dialed, 50 missed calls",GSM 900 / 1800 / 1900,"1.8 inches, 10.2 cm2(~21.9% screen-to-body ratio)",75 g (2.65 oz),"2007, October",WND Wind Van Gogh 2100,Built-in detachable Bluetooth earpieceMP3/AAC playerMP4/3gp playerVoice memoPredictive text input,GSM,Up to 150 h,Class 10,No,"Yes, MIDP 2.0",
"Downloadable wallpapers, screensavers","TFT, 256K colors",99.5 x 47.5 x 18 mm (3.92 x 1.87 x 0.71 in),"SMS, MMS, Email",https://fdn2.gsmarena.com/vv/bigpic/wind-duo-2300.gif,Call register and phonebooks are shared between facesBoth sides have a 128MB internal memory,"1.2, A2DP",No,Dual SIM (Mini-SIM),No,No,WND,"1000 entries on each side, Photocall",Cancelled,"240 x 320 pixels, 4:3 ratio (~211 ppi density)",,No,"2 MP, on each side","Vibration; Downloadable polyphonic, MIDI, MP3 ringtones",WAP 2.0/xHTML,1.1,,Up to 3 h,microSD on both sides,"White-gold, Yellow-gold",Yes,Yes + downloadable,No,Removable Li-Ion 930 mAh battery,"20 received, 20 dialed, 20 missed calls",GSM 900 / 1800 / 1900,"1.9 inches, 11.2 cm2(~23.7% screen-to-body ratio)",120 g (4.23 oz),"2007, October",WND Wind DUO 2300,No,GSM,Up to 180 h,Class 10,No,"Yes, MIDP 2.0",MP3/AAC playerMP4/3gp playerVoice memoPredictive text input
"Downloadable wallpapers, screensavers","TFT, 256K colors",98 x 47.5 x 17.3 mm (3.86 x 1.87 x 0.68 in),"SMS, MMS, Email",https://fdn2.gsmarena.com/vv/bigpic/wind-duo-2200.gif,Call register and phonebooks are shared between faces,"1.2, A2DP",No,Dual SIM (Mini-SIM),No,No,WND,"1000 entries on each side, Photocall",Discontinued,"240 x 320 pixels, 4:3 ratio (~222 ppi density)",,No,"2 MP, on each side","Vibration; Downloadable polyphonic, MIDI, MP3 ringtones",WAP 2.0/xHTML,1.1,,Up to 3 h,microSD (dedicated slot) on both sides,"Black-silver, Gold-silver, Fuschia-silver",Yes,Yes + downloadable,No,Removable Li-Ion 930 mAh battery,"20 received, 20 dialed, 20 missed calls",GSM 900 / 1800 / 1900,"1.8 inches, 10.0 cm2(~21.6% screen-to-body ratio)",95 g (3.35 oz),"2007, October",WND Wind DUO 2200,No,GSM,Up to 180 h,Class 10,No,"Yes, MIDP 2.0",MP3/AAC playerMP4/3gp playerVoice memoPredictive text input
Downloadable theme,"TFT, 65K colors",98 x 47.5 x 17.3 mm (3.86 x 1.87 x 0.68 in),"SMS, MMS, Email",https://fdn2.gsmarena.com/vv/bigpic/wind-duo-2100.gif,Call register and phonebooks are shared between faces,"1.2, A2DP",No,Dual SIM (Mini-SIM),No,No,WND,"1000 entries on each side, Photocall",Cancelled,"240 x 320 pixels, 4:3 ratio (~222 ppi density)",,No,2 MP,"Vibration; Downloadable polyphonic, MIDI, MP3 ringtones",WAP 2.0/xHTML,Proprietary,128MB,Up to 3 h,microSD on both sides,"Black, Gray",Yes,Yes + downloadable,No,Removable Li-Ion 930 mAh battery,"20 received, 20 dialed, 20 missed calls",GSM 900 / 1800 / 1900,"1.8 inches, 10.0 cm2(~21.6% screen-to-body ratio)",93 g (3.28 oz),"2007, October",WND Wind DUO 2100,No,GSM,Up to 180 h,Class 10,No,"Yes, MIDP 2.0",MP3/AAC playerMP4/3gp playerVoice memoPredictive text input
Downloadable themes,"OLED, 65K colors",97 x 48 x 17 mm (3.82 x 1.89 x 0.67 in),SMS,https://fdn2.gsmarena.com/vv/bigpic/wind-duo-2000.gif,No,1.2,No,Dual SIM (Mini-SIM),No,,WND,"1000 entries each side, Photocall",Discontinued,128 x 160 pixels (~137 ppi density),,No,,"Vibration; Downloadable polyphonic, MIDI, MP3 ringtones",WAP 2.0/xHTML,Proprietary,,Up to 3 h,No,"Silver, Black, Dark gray",Yes,Yes + downloadable,No,Removable Li-Po 1660 mAh battery,"50 received, 50 dialed, 50 missed calls",GSM 900 / 1800 / 1900,"1.5 inches, 7.1 cm2(~15.2% screen-to-body ratio)",100 g (3.53 oz),"2007, March",WND Wind DUO 2000,MP3 playerVoice memo,GSM,Up to 160 h,Class 10,No,"Yes, MIDP 2.0",
