Unnamed: 0,Loudspeaker,Protection,Status,Loudspeaker_1,Size,Model Image,Dual,Triple,Features,Type_1,_4,64GB 4GB RAM,1TB 24GB RAM,Card slot,Battery (old),Speed,Chipset,Internal,Camera,128GB 6GB RAM,3.5mm jack,Dual_1,Announced,Performance,SAR,Charging,Type,_2,Battery (new),Positioning,Display,Colors,512GB 16GB RAM,512GB 12GB RAM,256GB 12GB RAM,Video_1,Price,256GB 4GB RAM,4G bands,USB,Radio,512GB 8GB RAM,Sensors,256GB 8GB RAM,Quad,WLAN,NFC,Video,Dimensions,EDGE,3G bands,Build,_6,Models,Triple_1,GPU,5G bands,Infrared port,Bluetooth,GPRS,OS,Audio quality,_1,1TB 16GB RAM,Weight,Brand,SAR EU,_5,Features_1,2G bands,CPU,Stand-by,Single_1,Technology,Model Name,SIM,128GB 8GB RAM,Single,Talk time,Resolution,_3,128GB 4GB RAM,URL,Image
UFS 2.1,Yes,Corning Gorilla Glass (unspecified version),"Available. Released 2018, May",Voice 69dB / Noise 72dB / Ring 87dB,"5.84 inches, 85.1 cm2(~79.9% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-10-.jpg,"16 MP, f/1.8, PDAF24 MP B/W, f/1.8, PDAF",,"LED flash, HDR, panorama","Li-Po 3400 mAh, non-removable",,,,No,Endurance rating 74h,"HSPA 42.2/5.76 Mbps, LTE (3CA) Cat16 1024/150 Mbps",Kirin 970 (10 nm),"64GB 4GB RAM, 64GB 6GB RAM, 128GB 4GB RAM, 128GB 6GB RAM, 128GB 8GB RAM",Photo/Video,,Yes,,"2018, May",AnTuTu: 200440 (v7)GeekBench: 6591 (v4.4)GFXBench: 21fps (ES 3.1 onscreen),,"22.5W wired, 50% in 24 min",IPS LCD,,,"GPS, GLONASS, BDS","Contrast ratio: 1558:1 (nominal), 2.757 (sunlight)","Phantom Blue, Phantom Green, Midnight Black, Glacier Grey, Lily White",,,,1080p@30fps,About 310 EUR,,"1, 3, 5, 7, 8, 19, 20, 38, 40, 41","USB Type-C 2.0, OTG",No,,"Fingerprint (front-mounted), accelerometer, gyro, proximity, compass",,,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct",Yes,"4K@30fps, 1080p@30/60fps (gyro-EIS)",149.6 x 71.2 x 7.7 mm (5.89 x 2.80 x 0.30 in),,HSDPA 850 / 900 / 1900 / 2100,"Glass front (Gorilla Glass 5), glass back, aluminum frame",,"COL-AL10, COL-L29, COL-L19, COL-TL10",,Mali-G72 MP12,,Yes,"4.2, A2DP, aptX HD, LE",,"Android 8.1 (Oreo), upgradable to Android 10, EMUI 10",Noise -95.6dB / Crosstalk -94.6dB,32-bit/192kHz Hi-Res audio,,153 g (5.40 oz),Honor,,,,GSM 850 / 900 / 1800 / 1900,Octa-core (4x2.4 GHz Cortex-A73 & 4x1.8 GHz Cortex-A53),,,GSM / HSPA / LTE,Honor 10,Nano-SIM + Nano-SIM,,"24 MP, f/2.0, 26mm (wide), 1/2.8"", 0.9µm",,"1080 x 2280 pixels, 19:9 ratio (~432 ppi density)",,,,
eMMC 5.1,Yes,,"Available. Released 2018, April",,"5.7 inches, 83.8 cm2(~75.4% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-7a-.jpg,"13 MP, f/2.2, PDAF2 MP, (depth)",,"LED flash, panorama, HDR","Li-Po 3000 mAh, non-removable",,,,microSDXC (dedicated slot),,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",Qualcomm MSM8937 Snapdragon 430 (28 nm),"16GB 2GB RAM, 32GB 2GB RAM, 32GB 3GB RAM",,,Yes,,"2018, April",,,,IPS LCD,,,"GPS, GLONASS, BDS",,"Black, Gold, Blue",,,,,About 120 EUR,,"1, 3, 5, 7, 8, 20",microUSB 2.0,FM radio,,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",,,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct",No,1080p@30fps,152.4 x 73 x 7.8 mm (6.00 x 2.87 x 0.31 in),,HSDPA 850 / 900 / 1900 / 2100,"Glass front, aluminum back, aluminum frame",,"AUM-AL00IN, AUM-TL20, AUM-AL00, AUM-AL20, AUM-l29, AUM-L29, AUM-L33",,Adreno 505,,,"4.2, A2DP, LE",,"Android 8.0 (Oreo), EMUI 8",,,,150 g (5.29 oz),Honor,,,LED flash,GSM 850 / 900 / 1800 / 1900,Octa-core (4x1.4 GHz Cortex-A53 & 4x1.1 GHz Cortex A53),,,GSM / HSPA / LTE,Honor 7A,Nano-SIM + Nano-SIM,,"8 MP, f/2.0",,"720 x 1440 pixels, 18:9 ratio (~282 ppi density)",,,,
eMMC 5.1,Yes,,"Available. Released 2018, May",,"5.99 inches, 92.6 cm2(~76.3% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-7c.jpg,"13 MP, f/2.2, PDAF2 MP, (depth)",,"LED flash, HDR, panorama","Li-Po 3000 mAh, non-removable",,,,microSDXC (dedicated slot),,"HSPA, LTE",Qualcomm SDM450 Snapdragon 450 (14 nm),"32GB 3GB RAM, 32GB 4GB RAM, 64GB 4GB RAM",,,Yes,,"2018, May",,,,IPS LCD,,,"GPS, GLONASS, BDS",,"Black, Red, Gold, Blue",,,,,About 200 EUR,,"1, 3, 5, 7, 8, 20, 40",microUSB 2.0,FM radio,,"Fingerprint (rear-mounted), accelerometer, proximity, compass",,,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct",No,1080p@30fps,158.3 x 76.7 x 7.8 mm (6.23 x 3.02 x 0.31 in),,HSDPA 850 / 900 / 1900 / 2100,"Glass front, aluminum back, aluminum frame",,"LND-AL30, LND-AL40, AUM-L41, LND-L29, LDN-AL20, LDN-TL00",,Adreno 506,,,"4.2, A2DP, LE",,"Android 8.0 (Oreo), EMUI 8",,,,164 g (5.78 oz),Honor,,,LED flash,GSM 900 / 1800 / 1900,Octa-core 1.8 GHz Cortex-A53,,,GSM / HSPA / LTE,Honor 7C,Nano-SIM + Nano-SIM,,"8 MP, f/2.0",,"720 x 1440 pixels, 18:9 ratio (~269 ppi density)",,,,
GSM 900 / 1800 - India,Yes,,"Available. Released 2017, December",,"5.65 inches, 82.0 cm2(~75.5% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-9-lite.jpg,"13 MP, PDAF2 MP, (depth)",,"LED flash, HDR, panorama","Li-Po 3000 mAh, non-removable",,,,microSDXC (uses shared SIM slot),,"HSPA 42.2/5.76 Mbps, LTE (2CA) Cat6 300/50 Mbps",Kirin 659 (16 nm),"32GB 3GB RAM, 32GB 4GB RAM, 64GB 4GB RAM",,,Yes,"13 MP2 MP, depth sensor","2017, December",,,,IPS LCD,"1, 3, 5, 40, 41 - India",,"GPS, GLONASS, BDS",,"Midnight Black, Sapphire Blue, Glacier Gray, Navy, Seagull Gray, Magic Nightfall, Pearl White",,,,1080p@30fps,About 190 EUR,,"1, 3, 7, 8, 20 - Global","microUSB 2.0, OTG",FM radio,,"Fingerprint (rear-mounted), accelerometer, proximity, compass",,,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct",Yes (market/region dependent),1080p@30fps,151 x 71.9 x 7.6 mm (5.94 x 2.83 x 0.30 in),,HSDPA 850 / 900 / 1900 / 2100 - Global,"Glass front, glass back, aluminum frame",,"LLD-AL00, LLD-AL10, LLD-TL10, LLD-L31, LLD-L21, LLD-L11",,Mali-T830 MP2,,,"4.2, A2DP, LE",,"Android 8.0 (Oreo), upgradable to Android 9.0 (Pie), EMUI 9.1",,HSDPA 900 / 2100 - India,,149 g (5.26 oz),Honor,,,,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,Octa-core (4x2.36 GHz Cortex-A53 & 4x1.7 GHz Cortex-A53),,,GSM / HSPA / LTE,Honor 9 Lite,Nano-SIM + Nano-SIM,,,,"1080 x 2160 pixels, 18:9 ratio (~428 ppi density)",eMMC 5.1,,,
UFS 2.1,Yes,,"Available. Released 2018, January",Voice 68dB / Noise 69dB / Ring 77dB,"5.99 inches, 92.6 cm2(~78.6% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-view-10.jpg,"16 MP, f/1.8, PDAF20 MP B/W, 27mm (wide), 1/2.7""",,"Panorama, HDR, LED flash","Li-Po 3750 mAh, non-removable",,,,microSDXC (uses shared SIM slot),Endurance rating 74h,"HSPA 42.2/5.76 Mbps, LTE (3CA) Cat18 1200/150 Mbps",Kirin 970 (10 nm),"64GB 4GB RAM, 64GB 6GB RAM, 128GB 6GB RAM",Photo/Video,,Yes,,"2017, December",AnTuTu: 212708 (v7)GeekBench: 6738 (v4.4)GFXBench: 20fps (ES 3.1 onscreen),,"22.5W wired, 58% in 30 min",IPS LCD,,,"GPS, GLONASS, BDS",,"Navy Blue, Midnight Black, Beach Gold, Aurora Blue, Charm Red",,,,1080p@30fps,About 320 EUR,,"1, 3, 5, 7, 8, 20, 38, 40, 41","USB Type-C 2.0, OTG",No,,"Fingerprint (front-mounted), accelerometer, gyro, proximity, compass",,,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct",Yes,"4K@30fps, 1080p@30fps",157 x 75 x 7 mm (6.18 x 2.95 x 0.28 in),,HSDPA 850 / 900 / 1900 / 2100,"Glass front (Aluminosilicate glass), aluminum back, plastic frame",,"BKL-AL20, BKL-L04, BKL-L09, BKL-AL00",,Mali-G72 MP12,,Yes,"4.2, A2DP, aptX HD, LE",,"Android 8.0 (Oreo), upgradable to Android 9.0 (Pie), EMUI 9.1",,,,172 g (6.07 oz),Honor,,,,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Octa-core (4x2.4 GHz Cortex-A73 & 4x1.8 GHz Cortex-A53),Up to 528 h (3G),,GSM / HSPA / LTE,Honor View 10,Nano-SIM + Nano-SIM,,"13 MP, f/2.0",Up to 23 h (3G),"1080 x 2160 pixels, 18:9 ratio (~403 ppi density)",,,,
eMMC 5.1,Yes,,"Available. Released 2017, December",Voice 66dB / Noise 71dB / Ring 85dB,"5.93 inches, 90.7 cm2(~77.0% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-7x.jpg,"16 MP, f/2.2, 26mm (wide), 1/2.9"", 1.25µm, PDAF2 MP, (depth)",,"LED flash, HDR, panorama","Li-Ion 3340 mAh, non-removable",,,,microSDXC (uses shared SIM slot),Endurance rating 77h,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",Kirin 659 (16 nm),"32GB 3GB RAM, 32GB 4GB RAM, 64GB 4GB RAM, 128GB 4GB RAM",Photo/Video,,Yes,,"2017, December",AnTuTu: 67636 (v7)GeekBench: 3535 (v4.4)GFXBench: 2.8fps (ES 3.1 onscreen),,,IPS LCD,,,"GPS, GLONASS","Contrast ratio: 1941 (nominal), 2.734 (sunlight)","Black, Blue, Gold, Red, Gray",,,,1080p@30fps,About 180 EUR,,"1, 3, 5, 7, 8, 20, 40",microUSB 2.0,FM radio,,"Fingerprint (rear-mounted), accelerometer, proximity, compass",,,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct",No,1080p@30fps,156.5 x 75.3 x 7.6 mm (6.16 x 2.96 x 0.30 in),,HSDPA 850 / 900 / 1900 / 2100,"Glass front, aluminum back, aluminum frame",,"BND-AL10, BND-TL10, BND-L21, BND-L22, BND-L24, BND-L31, BND-L2, BND-L34, BND-AL00",,Mali-T830 MP2,,,"4.1, A2DP, EDR, LE",,"Android 7.0 (Nougat), upgradable to Android 8.0 (Oreo), EMUI 5.1",Noise -89.5dB / Crosstalk -86.6dB,,,165 g (5.82 oz),Honor,,,,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Octa-core (4x2.36 GHz Cortex-A53 & 4x1.7 GHz Cortex-A53),Up to 647 h (3G),,GSM / HSPA / LTE,Honor 7X,Nano-SIM + Nano-SIM,,"8 MP, f/2.0, 27mm (wide)",Up to 21 h (3G),"1080 x 2160 pixels, 18:9 ratio (~407 ppi density)",,,,
eMMC 5.1,Yes,,"Available. Released 2017, November",,"5.2 inches, 74.5 cm2(~68.9% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-v9-play.jpg,,,"LED flash, HDR, panorama","Li-Ion 3000 mAh, non-removable",,,,microSDXC (uses shared SIM slot),,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",Mediatek MT6750 (28 nm),32GB 3GB RAM,,,Yes,,"2017, October",,,,S-IPS LCD,,,"GPS, GLONASS",,"Black, Blue, Gold",,,,,About 170 EUR,,"1, 3, 5, 7, 8, 20, 40",microUSB 2.0,FM radio,,"Fingerprint (rear-mounted), accelerometer, proximity, compass",,,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct",No,1080p@30fps,147.9 x 73.2 x 7.7 mm (5.82 x 2.88 x 0.30 in),,HSDPA 900 / 2100,,,"JMM-AL00, JMM-AL10, JMM-TL00, JMM-TL10, JMM-L22",,Mali-T860MP2,,,"v4.1, A2DP, LE",,"Android 7.0 (Nougat), EMUI 5.1",,,,145 g (5.11 oz),Honor,,,,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Octa-core (4x 1.5GHz Cortex-A53 & 4x 1.0GHz Cortex-A53),,"8 MP, f/2.2",GSM / HSPA / LTE,Honor 6C Pro,Nano-SIM + Nano-SIM,,"13 MP, f/2.2, PDAF",,"720 x 1280 pixels, 16:9 ratio (~282 ppi density)",,,,
,Yes,Corning Gorilla Glass 3,"Available. Released 2017, July",Voice 68dB / Noise 71dB / Ring 80dB,"5.15 inches, 73.1 cm2(~70.0% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-9-1.jpg,"12 MP, f/2.2, 27mm (wide), PDAF, 2x lossless zoom20 MP B/W, f/2.2, 27mm (wide), 1/2.7""",,"Dual-LED dual-tone flash, HDR, panorama","Li-Po 3200 mAh, non-removable",,,,microSDXC (uses shared SIM slot),Endurance rating 77h,"HSPA 42.2/5.76 Mbps, LTE (3CA) Cat12 600/150 Mbps",Kirin 960 (16 nm),"64GB 4GB RAM, 64GB 6GB RAM, 128GB 4GB RAM, 128GB 6GB RAM",Photo/Video,,Yes,,"2017, June",AnTuTu: 156984 (v7)GeekBench: 6457 (v4.4)GFXBench: 14fps (ES 3.1 onscreen),,"18W wired, 40% in 30 min",IPS LCD,,,"GPS, GLONASS, BDS","Contrast ratio: 1479:1 (nominal), 3.289 (sunlight)","Glacier Grey, Sapphire Blue, Midnight Black, Gold, Blue Bird, Robin Egg Blue",,,,1080p@30fps,About 220 EUR,,"1, 3, 5, 7, 8, 20, 38, 40, 41","USB Type-C, OTG",No,,"Fingerprint (front-mounted), accelerometer, gyro, proximity, compass",,,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct",Yes,"4K@30fps, 1080p@30fps (gyro-EIS), 1080p@60fps",147.3 x 70.9 x 7.5 mm (5.80 x 2.79 x 0.30 in),,HSDPA 850 / 900 / 1900 / 2100,"Glass front (Gorilla Glass 3), glass back, aluminum frame",,"STF-AL00, STF-AL10, STF-AL10, STF-TL10, STF-L09, STF-L09S",,Mali-G71 MP8,,Yes,"4.2, A2DP, LE",,"Android 7.0 (Nougat), upgradable to Android 9.0 (Pie), EMUI 9.1",Noise -89.1dB / Crosstalk -86.7dB,,,155 g (5.47 oz),Honor,,,,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Octa-core (4x2.4 GHz Cortex-A73 & 4x1.8 GHz Cortex-A53),,,GSM / HSPA / LTE,Honor 9,Nano-SIM + Nano-SIM,,"8 MP, f/2.0",,"1080 x 1920 pixels, 16:9 ratio (~428 ppi density)",,,,
eMMC 5.1,Yes,,"Available. Released 2017, July",,"5.0 inches, 68.9 cm2(~67.5% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/huawei-nonor-6a.jpg,,,"LED flash, HDR, panorama","Li-Po 3020 mAh, non-removable",,,,microSDXC (uses shared SIM slot),,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",Qualcomm MSM8937 Snapdragon 430 (28 nm),"16GB 2GB RAM, 32GB 3GB RAM",,,Yes,,"2017, May",,,,IPS LCD,,,"GPS, GLONASS",,"Gold, Silver, Dark Gray, Blue, Pink",,,,,About 130 EUR,,LTE,microUSB 2.0,FM radio,,"Fingerprint (rear-mounted, region dependent), accelerometer, proximity, compass",,,Wi-Fi 802.11 b/g/n,No,1080p@30fps,143.7 x 71 x 8.2 mm (5.66 x 2.80 x 0.32 in),,HSDPA 850 / 900 / 1900 / 2100,"Glass front, aluminum back, aluminum frame",,"DLI-AL10, DLI-TL20, DLI-TL10, DLI-L42, DLI-L22",,Adreno 505,,,"4.1, A2DP, LE",,"Android 7.0 (Nougat), EMUI 5.1",,,,143 g (5.04 oz),Honor,,,,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Octa-core 1.5 GHz Cortex-A53,,5 MP,GSM / HSPA / LTE,Honor 6A (Pro),Nano-SIM + Nano-SIM,,"13 MP, 28mm (wide), PDAF",,"720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,,,
,Yes,Corning Gorilla Glass 3,"Available. Released 2017, April",Voice 64dB / Noise 71dB / Ring 87dB,"5.7 inches, 89.6 cm2(~73.6% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-8-pro.jpg,,,"Laser AF, Dual-LED dual-tone flash, HDR, panorama","Li-Po 4000 mAh, non-removable",,,,microSDXC (uses shared SIM slot),Endurance rating 77h,"HSPA 42.2/5.76 Mbps, LTE (3CA) Cat12 600/150 Mbps",Kirin 960 (16 nm),"64GB 4GB RAM, 64GB 6GB RAM",Photo/Video,,Yes,,"2017, April",GFXBench: 7.9fps (ES 3.1 onscreen),,18W wired,IPS LCD,,,"GPS, GLONASS, BDS","Contrast ratio: 1404:1 (nominal), 3.341 (sunlight)","Pearl White, Midnight Black, Navy Blue",,,,1080p@30fps,About 310 EUR,,"1, 3, 5, 7, 8, 20, 38, 40","USB Type-C 2.0, OTG",No,,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",,,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, DLNA, Wi-Fi Direct",Yes,"4K@30fps, 1080p@60fps",157 x 77.5 x 7 mm (6.18 x 3.05 x 0.28 in),,HSDPA 850 / 900 / 1900 / 2100,"Glass front (Gorilla Glass 3), aluminum back, aluminum frame",,"DUK-AL20, DUK-TL30, DUK-L09",,Mali-G71 MP8,,Yes,"4.2, A2DP, LE",,"Android 7.0 (Nougat), upgradable to Android 9.0 (Pie), EMUI 9.1",Noise -93.3dB / Crosstalk -93.3dB,,,184 g (6.49 oz),Honor,,,,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Octa-core (4x2.4 GHz Cortex-A73 & 4x1.8 GHz Cortex-A53),Up to 504 h (3G),"8 MP, f/2.0",GSM / HSPA / LTE,Honor 8 Pro,Nano-SIM + Nano-SIM,,"12 MP, f/2.2, PDAF12 MP B/W, f/2.2, AF",Up to 30 h (3G),"1440 x 2560 pixels, 16:9 ratio (~515 ppi density)",,,,
CDMA 800,Yes,,Discontinued,,"5.09 inches, 71.4 cm2(~69.9% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-magic.jpg,"12 MP, f/2.2, PDAF12 MP B/W, f/2.2, PDAF",,"Dual-LED dual-tone flash, panorama, HDR","Li-Ion 2900 mAh, non-removable",,,,No,,"HSPA 42.2/5.76 Mbps, LTE (2CA) Cat6 300/50 Mbps",Kirin 950 (16 nm),64GB 4GB RAM,,,Yes,,"2016, December. Released 2016, December",,,"40W wired, 90% in 30 min",AMOLED,,,"GPS, GLONASS, BDS",,"Golden Black, Porcelain White",,,,1080p@30fps,About 350 EUR,,"1, 2, 4, 5, 6, 8, 19, 38, 39, 40, 41","USB Type-C, OTG",FM radio,,"Fingerprint (front-mounted), accelerometer, gyro, proximity, compass",,,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct",Yes,1080p@30fps,146.1 x 69.9 x 7.8 mm (5.75 x 2.75 x 0.31 in),,HSDPA 800 / 850 / 900 / 1700(AWS) / 1800 / 1900 / 2100 & TD-SCDMA,,,NTS-AL00,,Mali-T880 MP4,,,"4.2, A2DP, EDR, LE",,"Android 6.0 (Marshmallow), Magic Live UI",,,,145 g (5.11 oz),Honor,,,,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),Octa-core (4x2.3 GHz Cortex-A72 & 4x1.8 GHz Cortex A53),,,GSM / CDMA / HSPA / LTE,Honor Magic,Nano-SIM + Nano-SIM,,"8 MP, f/2.0",,"1440 x 2560 pixels, 16:9 ratio (~577 ppi density)",,,,
,Yes,Corning Gorilla Glass 3,Discontinued,,"5.7 inches, 89.6 cm2(~73.5% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-v8.jpg,,,"Dual-LED dual-tone flash, panorama, HDR","Li-Ion 3500 mAh, non-removable",,,,microSDXC (uses shared SIM slot),,"HSPA 42.2/5.76 Mbps, LTE (2CA) Cat6 300/50 Mbps","Kirin 950 (16 nm) (KNT-AL10, KNT-TL10)Kirin 955 (16 nm) (KNT-AL20)","32GB 4GB RAM (AL10,TL10), 64GB 4GB RAM (AL20)",,,Yes,,"2016, May. Released 2016, May",,,,IPS-NEO LCD,,,"GPS, GLONASS, BDS",,"Silver, Gold, Rose Gold",,,,1080p@30fps,About 290 EUR,,"1, 3, 4, 7",USB Type-C,No,,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",,,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, DLNA, Wi-Fi Direct","Yes (KNT-AL10, KNT-AL20)","1080p@60fps, 1080p@30fps, 720p@120fps",157 x 77.6 x 7.8 mm (6.18 x 3.06 x 0.31 in),,HSDPA 850 / 900 / 1900 / 2100,,,"KNT-AL10, KNT-TL10, KNT-AL20, KNT-UL10",,Mali-T880 MP4,,Yes,"4.2, A2DP, LE",,"Android 6.0 (Marshmallow), EMUI 4.1",,,,170 g (6.00 oz),Honor,,,,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Octa-core (4x2.3 GHz Cortex-A72 & 4x1.8 GHz Cortex A53)Octa-core (4x2.5 GHz Cortex-A72 & 4x1.8 GHz Cortex A53),,"8 MP, f/2.4",GSM / HSPA / LTE,Honor V8,Nano-SIM + Nano-SIM,,"12 MP, f/2.2, 27mm (wide), 1/2.9"", 1.25µm, PDAF12 MP B/W",,"1080 x 1920 pixels (KNT-AL10, KNT-TL10) (~386 ppi pixel density)1440 x 2560 pixels (KNT-AL20), 16:9 ratio (~515 ppi density)",,,,
eMMC 4.5,Yes,,Discontinued,,"8.0 inches, 185.6 cm2(~72.1% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-pad-2-.jpg,,,"LED flash, HDR, panorama","Li-Po 4800 mAh, non-removable",,,,microSDXC (dedicated slot),,"HSPA, LTE",Qualcomm MSM8939 Snapdragon 615 (28 nm),"16GB 3GB RAM, 32GB 3GB RAM",,,Yes,,"2016, October. Released 2016, October",,,,IPS LCD,,,"GPS, GLONASS/ BDS (region dependent)",,"Gold, White",,,,,About 230 EUR,,LTE,"microUSB 2.0, OTG",No,,"Accelerometer, proximity, compass",,,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct",No,1080p@30fps,209.3 x 123 x 8.1 mm (8.24 x 4.84 x 0.32 in),,HSDPA 850 / 900 / 1900 / 2100,,,,,Adreno 405,,,"4.1, A2DP, LE",,"Android 6.0 (Marshmallow), EMUI 4.1",,,,340 g (11.99 oz),Honor,,,,GSM 850 / 900 / 1800 / 1900,Octa-core (4x1.2 GHz Cortex-A53 & 4x1.5 GHz Cortex-A53),,2 MP,GSM / HSPA / LTE,Honor Pad 2,Nano-SIM,,"8 MP, f/2.0, AF",,"1200 x 1920 pixels, 16:10 ratio (~283 ppi density)",,,,
,Yes,,Discontinued,Voice 68dB / Noise 67dB / Ring 79dB,"5.5 inches, 82.6 cm2(~71.8% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-6x-2016.jpg,"12 MP, 1/2.9"", 1.25µm, PDAF2 MP, (depth)",,"LED flash, HDR, panorama","Li-Ion 3340 mAh, non-removable",,,,microSDXC (uses shared SIM slot),Endurance rating 84h,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",Kirin 655 (16 nm),"32GB 3GB RAM, 64GB 4GB RAM",,,Yes,,"2016, October. Released 2016, October",GFXBench: 4.8fps (ES 3.1 onscreen),,,IPS LCD,,,"GPS, GLONASS, BDS",,"Gray, Gold, Silver",,,,1080p@30fps,About 180 EUR,,"1, 3, 7, 8, 38",microUSB 2.0,FM radio,,"Fingerprint (rear-mounted), accelerometer, proximity, compass",,,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct",No,1080p@30fps,150.9 x 76.2 x 8.2 mm (5.94 x 3.00 x 0.32 in),,HSDPA 900 / 1900 / 2100,"Glass front, aluminum back, aluminum frame",,"BLN-AL10, BLL-L22, BLN-L21, BLL-L21, BLN-L22, BLL-L23, BLN-L24, BLN-AL40, BLN-TL10, BLN-AL20, BLN-AL30",,Mali-T830MP2,,,"4.1, A2DP, EDR, LE",,"Android 6.0 (Marshmallow), upgradable to 7.0 (Nougat), EMUI 5",Noise - 87.9 / Crosstalk - 86.4,,,162 g (5.71 oz),Honor,,,,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Octa-core (4x2.1 GHz Cortex-A53 & 4x1.7 GHz Cortex-A53),Up to 650 h (3G),,GSM / HSPA / LTE,Honor 6X,Nano-SIM + Nano-SIM,,8 MP,Up to 23 h (3G),"1080 x 1920 pixels, 16:9 ratio (~403 ppi density)",,,,
HSDPA 850 / 900 / 1900 / 2100,Yes,,Discontinued,,"5.5 inches, 83.4 cm2(~70.1% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-5a.jpg,,,"LED flash, HDR, panorama","Li-Po 3100 mAh, non-removable",,,,microSDXC (dedicated slot),,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",Kirin 620 (28 nm),"16GB 2GB RAM, 32GB 3GB RAM",,,Yes,,"2016, October. Released 2016, October",,,,IPS LCD,,,"GPS, GLONASS",,"Black, White, Gold",,,,,About 140 EUR,,LTE,microUSB 2.0,FM radio,,"Accelerometer, proximity, compass",,,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct",No,1080p@30fps,154.3 x 77.1 x 8.5 mm (6.07 x 3.04 x 0.33 in),Yes,,,,"CAM-L03, CAM-L23, CAM-L21, CAM-UL00, CAM-L32, CAM-L22",,Mali-450MP4,,,"4.0, A2DP or 4.1, A2DP, LE",Yes,"Android 6.0 (Marshmallow), EMUI 4.1",,,,168 g (5.93 oz),Honor,,,,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Octa-core 1.2 GHz Cortex-A53,,"8 MP, f/2.0, 24mm (wide), 1/4.0"", 1.12µm",GSM / HSPA / LTE,Honor Holly 3,"Dual SIM (Micro-SIM, dual stand-by)",,"13 MP, f/2.0, 28mm (wide), AF",,"720 x 1280 pixels, 16:9 ratio (~267 ppi density)",,,,
