Unnamed: 0,Type,Loudspeaker,SAR,NFC,256GB 12GB RAM,Features_1,3.5mm jack,Dimensions,Clock,Resolution,256GB 6GB RAM,2G bands,Video_1,Chipset,Internal,512GB 12GB RAM,Music play,SAR EU,512GB 8GB RAM,Keyboard,Alert types,CPU,Model Image,Stand-by,Sensors,Radio,Dual,Phonebook,4G bands,3G bands,_1,Talk time,Languages,64GB 4GB RAM,128GB 4GB RAM,256GB 8GB RAM,WLAN,32GB 3GB RAM,128GB 6GB RAM,Call records,Video,_2,Infrared port,GPRS,GPU,Performance,Charging,OS,Weight,EDGE,Models,Model Name,Loudspeaker_1,Talk time_1,_7,_5,Colors,Battery (old),Java,5G bands,128GB 8GB RAM,_3,Single,_8,Brand,SIM,_4,Type_1,Single_1,Card slot,Dual_1,Triple,Announced,Quad,Status,Games,Bluetooth,64GB 2GB RAM,USB,Features,Camera,Build,Alarm,_6,Technology,Price,Browser,Speed,Protection,Stand-by_1,Size,Display,Audio quality,Messaging,Positioning,Battery (new),1TB 16GB RAM,URL,Image,Network,Launch,Body,Platform,Memory,Main Camera,Selfie camera,Sound,Comms,Battery,Misc,
Water-repellent coating,"IPS LCD, 90Hz, HDR10",Yes,0.98 W/kg (head),Yes,,HDR,Yes,167.9 x 73.9 x 8.9 mm (6.61 x 2.91 x 0.35 in),,"1080 x 2520 pixels, 21:9 ratio (~409 ppi density)",,GSM 850 / 900 / 1800 / 1900,1080p@30fps,Qualcomm SM7250 Snapdragon 765 5G (7 nm),128GB 4GB RAM,,,,,,,Octa-core (1x2.3 GHz Kryo 475 Prime & 1x2.2 GHz Kryo 475 Gold & 6x1.8 GHz Kryo 475 Silver),https://fdn2.gsmarena.com/vv/bigpic/motorola-one-5g.jpg,,"Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",FM radio,"16 MP, f/2.0, (wide), 1.0µm8 MP, f/2.2, (ultrawide), 1.12µm",,"2, 4, 5, 12, 13, 66",HSDPA 850 / 900 / 1900 / 2100,UFS 2.1,,,,,,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct",,,,"4K@30fps, 1080p@30/60fps, gyro-EIS",,,,Adreno 620,,15W wired,"Android 10, upgradable to Android 11",209.8 g (7.41 oz),,,Motorola One 5G UW,,,,,Oxford Blue,,,"2, 5, 66, 260, 261 mmWave",,,,,Motorola,Nano-SIM (pre-installed),,Li-Po 5000 mAh,,microSDXC (dedicated slot),,,"2020, October 16","48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8µm, PDAF8 MP, f/2.2, 118˚ (ultrawide), 1.12µm5 MP, f/2.2, (macro), AF2 MP, f/2.2, (depth)","Available. Released 2020, October 16",,"5.1, A2DP, LE",,USB Type-C 2.0,"Dual-LED flash, ring flash (macro camera), panorama, HDR",,"Glass front, plastic back, plastic frame",,,GSM / HSPA / LTE / 5G,About 470 EUR,,"HSPA, LTE, 5G",,,"6.7 inches, 104.9 cm2(~84.5% screen-to-body ratio)",,,,"GPS (L1+L5), GLONASS, GALILEO",,,,,,,,,,,,,,,,
Water-repellent coating,"IPS LCD, 90Hz, HDR10",Yes,,Yes,,HDR,Yes,168 x 74 x 9 mm (6.61 x 2.91 x 0.35 in),,"1080 x 2520 pixels, 21:9 ratio (~409 ppi density)",,GSM 850 / 900 / 1800 / 1900,1080p@30fps,Qualcomm SM7250 Snapdragon 765 5G (7 nm),128GB 4GB RAM,,,,,,,Octa-core (1x2.3 GHz Kryo 475 Prime & 1x2.2 GHz Kryo 475 Gold & 6x1.8 GHz Kryo 475 Silver),https://fdn2.gsmarena.com/vv/bigpic/motorola-one-5g.jpg,,"Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",FM radio,"16 MP, f/2.0, (wide), 1.0µm8 MP, f/2.2, (ultrawide), 1.12µm",,"1, 2, 3, 4, 5, 7, 8, 12, 13, 14, 17, 18, 19, 20, 25, 26, 29, 30, 38, 39, 40, 41, 66, 71",HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,UFS 2.1,,,,,,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct",,,,"4K@30fps, 1080p@30/60fps, gyro-EIS",,,,Adreno 620,,15W wired,Android 10,207 g (7.30 oz),,,Motorola One 5G,,,,,Oxford Blue,,,"2, 5, 25, 41, 66, 71 SA/NSA",,,,,Motorola,Nano-SIM,,Li-Po 5000 mAh,,microSDXC (dedicated slot),,,"2020, September 01","48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8µm, PDAF8 MP, f/2.2, 118˚ (ultrawide), 1.12µm5 MP, f/2.2, (macro), AF2 MP, f/2.2, (depth)","Available. Released 2020, September 14",,"5.1, A2DP, LE",,USB Type-C 2.0,"Dual-LED flash, ring flash (macro camera), panorama, HDR",,"Glass front, plastic back, plastic frame",,,GSM / HSPA / LTE / 5G,About 420 EUR,,"HSPA, LTE, 5G",,,"6.7 inches, 104.9 cm2(~84.3% screen-to-body ratio)",,,,"GPS (L1+L5), GLONASS, GALILEO",,,,,,,,,,,,,,,,
Water-repellent coating,IPS LCD,Yes,,Yes,,HDR,Yes,165.2 x 75.7 x 9.2 mm (6.50 x 2.98 x 0.36 in),,"720 x 1600 pixels, 20:9 ratio (~269 ppi density)",,GSM 850 / 900 / 1800 / 1900,1080p@30fps,Qualcomm SM6115 Snapdragon 662 (11 nm),"64GB 4GB RAM, 128GB 4GB RAM",,,,,,,Octa-core (4x2.0 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver),https://fdn2.gsmarena.com/vv/bigpic/motorola-moto-g9-play.jpg,,"Fingerprint (rear-mounted), accelerometer, gyro, proximity",FM radio,,,"1, 2, 3, 5, 7, 8, 18, 19, 20, 26, 28, 38, 40, 41",HSDPA 850 / 900 / 1900 / 2100,,,,,,,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct",,,,1080p@30/60fps,,,,Adreno 610,AnTuTu: 170064 (v8)GeekBench: 1402 (v5.1)GFXBench: 13fps (ES 3.1 onscreen),20W wired,"Android 10, upgradable to Android 11",200 g (7.05 oz),,"XT2083, XT2083-1",Motorola Moto G9 Play,-27.6 LUFS (Good),,,,"Forest Green, Sapphire Blue, Spring Pink",,,,,,"8 MP, f/2.2, 1.12µm",,Motorola,Nano-SIMNano-SIM + Nano-SIM,,Li-Po 5000 mAh,,microSDXC (uses shared SIM slot),,"48 MP, f/1.7, (wide), 1/2.0"", 0.8µm, PDAF2 MP, f/2.4, (macro)2 MP, f/2.4, (depth)","2020, August 24",,"Available. Released 2020, August 28",,"5.0, A2DP, LE",,USB Type-C 2.0,"LED flash, HDR, panorama",Photo/Video,"Glass front, plastic back, plastic frame",,,GSM / HSPA / LTE,About 430 EUR,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",,,"6.5 inches, 102.8 cm2(~82.2% screen-to-body ratio)","1944:1 contrast ratio, 465 nits max brightness (measured)",,,"GPS, GLONASS, GALILEO",,,,,,,,,,,,,,,,
Water-repellent coating,IPS LCD,Yes,,Yes,,HDR,Yes,165.2 x 75.7 x 9.2 mm (6.50 x 2.98 x 0.36 in),,"720 x 1600 pixels, 20:9 ratio (~269 ppi density)",,GSM 850 / 900 / 1800 / 1900,1080p@30fps,Qualcomm SM6115 Snapdragon 662 (11 nm),64GB 4GB RAM,,,,,,,Octa-core (4x2.0 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver),https://fdn2.gsmarena.com/vv/bigpic/motorola-moto-g9.jpg,,"Fingerprint (rear-mounted), accelerometer, gyro, proximity",FM radio,,,"1, 2, 3, 5, 7, 8, 18, 19, 20, 26, 28, 38, 40, 41",HSDPA 850 / 900 / 1900 / 2100,eMMC 5.1,,,,,,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct",,,,1080p@30/60fps,,,,Adreno 610,,20W wired,Android 10,200 g (7.05 oz),,,Motorola Moto G9 (India),,,,,"Forest Green, Sapphire Blue",,,,,,"8 MP, f/2.2, 1.12µm",,Motorola,Nano-SIMNano-SIM + Nano-SIM,,Li-Po 5000 mAh,,microSDXC (uses shared SIM slot),,"48 MP, f/1.7, (wide), 1/2.0"", 0.8µm, PDAF2 MP, f/2.4, (macro)2 MP, f/2.4, (depth)","2020, August 24",,"Available. Released 2020, August 31",,"5.0, A2DP, LE",,USB Type-C 2.0,"LED flash, HDR, panorama",,"Glass front, plastic back, plastic frame",,,GSM / HSPA / LTE,About 130 EUR,,"HSPA, LTE",,,"6.5 inches, 102.8 cm2(~82.2% screen-to-body ratio)",,,,"GPS, GLONASS, GALILEO",,,,,,,,,,,,,,,,
"1, 2, 3, 4, 5, 7, 8, 12, 17, 20, 26, 28, 32, 38, 39, 40, 41, 42, 43, 66","IPS LCD, 90Hz, HDR10",Yes,,Yes,,HDR,Yes,168.3 x 74 x 9.7 mm (6.63 x 2.91 x 0.38 in),,"1080 x 2520 pixels, 21:9 ratio (~409 ppi density)",,GSM 850 / 900 / 1800 / 1900,1080p@30fps,Qualcomm SM7250 Snapdragon 765 5G (7 nm),"64GB 4GB RAM, 128GB 6GB RAM, 128GB 8GB RAM",,,,,,,Octa-core (1x2.3 GHz Kryo 475 Prime & 1x2.2 GHz Kryo 475 Gold & 6x1.8 GHz Kryo 475 Silver),https://fdn2.gsmarena.com/vv/bigpic/motorola-moto-g-5g-plus.jpg,,"Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",FM radio,"16 MP, f/2.0, 29mm (normal), 1.0µm8 MP, f/2.2, 118˚ (ultrawide), 1.12µm",,"1, 2, 3, 4, 5, 7, 8, 12, 17, 20, 26, 28, 32, 38, 39, 40, 41, 42, 43, 66",HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,Water-repellent coating,,,,,,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct",,,,"4K@30fps, 1080p@30/60fps, gyro-EIS",UFS 2.1,,,Adreno 620,AnTuTu: 299926 (v8)GeekBench: 1898 (v5.1)GFXBench: 16fps (ES 3.1 onscreen),20W wired,Android 10,207 g (7.30 oz),,"XT2075, XT2075-2, XT2075-3",Motorola Moto G 5G Plus,-28.4 LUFS (Average),,,,"Surfing Blue, Mystic Lilac",Endurance rating 114h,,"1, 3, 7, 8, 28, 38, 41, 77, 78 SA/NSA",,,,,Motorola,Nano-SIMNano-SIM + Nano-SIM,,Li-Po 5000 mAh,,microSDXC (uses shared SIM slot),,,"2020, July 07","48 MP, f/1.7, 26mm (wide), 1/2.0"", 0.8µm, PDAF8 MP, f/2.2, 118˚ (ultrawide), 1.12µm5 MP, (macro), AF2 MP, (depth)","Available. Released 2020, July 08",,"5.1, A2DP, LE",,USB Type-C 2.0,"Dual-LED flash, panorama, HDR",Photo/Video,"Glass front, plastic back, plastic frame",,,GSM / HSPA / LTE / 5G,About 260 EUR,,"HSPA, LTE, 5G",,,"6.7 inches, 104.9 cm2(~84.2% screen-to-body ratio)","1269:1 contrast ratio, 543 nits max brightness (measured)",,,"GPS (L1+L5), GLONASS, GALILEO, BDS",,,,,,,,,,,,,,,,
Water-repellent coating,IPS LCD,Yes,,No,,,Yes,165 x 75.9 x 9.4 mm (6.50 x 2.99 x 0.37 in),,"720 x 1600 pixels, 20:9 ratio (~270 ppi density)",,GSM 850 / 900 / 1800 / 1900,1080p@30fps,Qualcomm SDM710 Snapdragon 710 (10 nm),"64GB 4GB RAM, 128GB 4GB RAM",,,,,,,Octa-core (2x2.2 GHz 360 Gold & 6x1.7 GHz Kryo 360 Silver),https://fdn2.gsmarena.com/vv/bigpic/motorola-one-fusion-1.jpg,,"Fingerprint (rear-mounted), accelerometer, gyro, proximity",FM radio (market/region dependent),,,"1, 2, 3, 4, 5, 7, 8, 19, 28, 66",HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,,,,,,,Wi-Fi 802.11 b/g/n,,,,"4K@30fps, 1080p@30fps",,,,Adreno 616,,10W wired,Android 10,202 g (7.13 oz),,XT2073-2,Motorola One Fusion,,,,,"Emerald Green, Deep Sapphire Blue",,,,,,"8 MP, f/2.0",,Motorola,Nano-SIMNano-SIM + Nano-SIM,,Li-Po 5000 mAh,,microSDXC (uses shared SIM slot),,,"2020, July 02","48 MP, f/1.7, (wide), 1/2.0"", 0.8µm, PDAF8 MP, f/2.2, 118˚ (ultrawide), 1/4.0"", 1.12µm5 MP, f/2.2, (macro)2 MP, f/2.2, (depth)","Available. Released 2020, July 02",,"5.0, A2DP, LE",,"USB Type-C 2.0, OTG","LED flash, panorama, HDR",,"Glass front, plastic back, plastic frame",,,GSM / HSPA / LTE,About 100 EUR,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",,,"6.5 inches, 102.0 cm2(~81.5% screen-to-body ratio)",,,,"GPS, GLONASS, GALILEO, BDS",,,,,,,,,,,,,,,,
HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 LATAM,"IPS LCD, HDR10",Yes,0.52 W/kg (head)     1.43 W/kg (body),No,,,Yes,162.9 x 76.4 x 9.6 mm (6.41 x 3.01 x 0.38 in),,"1080 x 2340 pixels, 19.5:9 ratio (~396 ppi density)",,GSM 850 / 900 / 1800 / 1900,1080p@30fps,Qualcomm SDM730 Snapdragon 730 (8 nm) - EuropeQualcomm SDM730 Snapdragon 730G (8 nm) - India,"128GB 4GB RAM, 128GB 6GB RAM",,,,,,,Octa-core (2x2.2 GHz Kryo 470 Gold & 6x1.8 GHz Kryo 470 Silver),https://fdn2.gsmarena.com/vv/bigpic/motorola-one-fusion-plus.jpg,,"Fingerprint (rear-mounted), accelerometer, gyro, proximity",FM radio (market/region dependent),,,"1, 2, 3, 5, 7, 8, 19, 20, 38, 40, 41 - Europe, India",HSDPA 800 / 850 / 900 / 1900 / 2100 International,"1, 2, 3, 4, 5, 7, 8, 19, 28, 66 - LATAM",,,,,,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct",,,,"4K@30fps, 1080p@30/60fps","1, 2, 3, 5, 7, 8, 19, 20, 28, 38, 40, 41 - APEM",,,Adreno 618,AnTuTu: 267980 (v8)GeekBench: 1705 (v5.1)GFXBench: 14fps (ES 3.1 onscreen),15W wired,Android 10,210 g (7.41 oz),,PAKF0002IN,Motorola One Fusion+,-27.9 LUFS (Good),,,,"Moonlight White, Twilight Blue",Endurance rating 136h,,,,Water-repellent coating,"Motorized pop-up 16 MP, f/2.0, (wide), 1/3.06"", 1.0µm",,Motorola,Nano-SIMNano-SIM + Nano-SIM,UFS 2.1,Li-Po 5000 mAh,,microSDXC (uses shared SIM slot),,,"2020, June 08","64 MP, f/1.8, (wide), 1/1.72"", 0.8µm, PDAF8 MP, f/2.2, 118˚ (ultrawide), 1/4.0"", 1.12µm5 MP, f/2.2, (macro)2 MP, f/2.2, (depth)","Available. Released 2020, June 08",,"5.0, A2DP, LE",,"USB Type-C 2.0, OTG","LED flash, panorama, HDR",Photo/Video,"Glass front, plastic back, plastic frame",,,GSM / HSPA / LTE,About 300 EUR,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",,,"6.5 inches, 103.7 cm2(~83.3% screen-to-body ratio)","1423:1 contrast ratio, 562 nits max brightness (measured)",,,"GPS, GLONASS, GALILEO, BDS",,,,,,,,,,,,,,,,
Water-repellent coating,IPS LCD,"Yes, with stereo speakers",,Yes,,HDR,Yes,158.4 x 75.8 x 9.1 mm (6.24 x 2.98 x 0.36 in),,"1080 x 2280 pixels, 19:9 ratio (~400 ppi density)",,GSM 850 / 900 / 1800 / 1900,1080p@30/120fps,Qualcomm SDM665 Snapdragon 665 (11 nm),128GB 4GB RAM,,,,,,,Octa-core (4x2.0 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver),https://fdn2.gsmarena.com/vv/bigpic/motorola-moto-g8-plus.jpg,,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",FM radio,,,"1, 2, 3, 4, 5, 7, 8, 18, 19, 20, 26, 28, 38, 40, 41",HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,,,,,,,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct",,,,"4K@30fps, 1080p@30/60/120fps, 1080p@30fps (gyro-EIS)",,,,Adreno 610,,15W wired,"Android 9.0 (Pie), upgradable to Android 10",188 g (6.63 oz),,,Motorola One Vision Plus,,,,,"Cosmic Blue, Crystal Pink",,,,,,"25 MP, f/2.0, 0.9µm",,Motorola,Nano-SIM + Nano-SIM,,Li-Po 4000 mAh,,microSDXC (uses shared SIM slot),,"48 MP, f/1.7, 26mm (wide), 1/2.0"", 0.8µm, PDAF16 MP, f/2.2, 14mm (ultrawide), dedicated video camera (1080p)5 MP, f/2.2, (depth)","2020, July 10",,"Available. Released 2020, July 13",,"5.0, A2DP, LE, aptX",,"USB Type-C 2.0, OTG","Laser AF, LED flash, HDR, panorama",,"Glass front, plastic back, plastic frame",,,GSM / HSPA / LTE,About 170 EUR,,"HSPA 42.2/5.76 Mbps, LTE (2CA) Cat13 600/100 Mbps",,,"6.3 inches, 99.1 cm2(~82.5% screen-to-body ratio)",,,,"GPS, GLONASS, BDS, GALILEO",,,,,,,,,,,,,,,,
CDMA 800 / 1900,IPS LCD,Yes,,No,,HDR,Yes,161.9 x 75.7 x 9.1 mm (6.37 x 2.98 x 0.36 in),,"720 x 1560 pixels, 19.5:9 ratio (~268 ppi density)",,GSM 850 / 900 / 1800 / 1900,"1080p@30fps, gyro-EIS",Qualcomm SM6125 Snapdragon 665 (11 nm),32GB 3GB RAM,,,,,,,Octa-core (4x2.0 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver),https://fdn2.gsmarena.com/vv/bigpic/motorola-moto-g-fast.jpg,,"Fingerprint (rear-mounted), accelerometer, gyro, proximity",,,,"1, 2, 3, 4, 5, 7, 8, 12, 13, 14, 17, 25, 26, 29, 30, 38, 41, 66, 71",HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,CDMA2000 1xEV-DO,,,,,,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct",,,,"4K@30fps, 1080p@30/60fps, gyro-EIS",Water-repellent coating,,,Adreno 610,,10W wired,Android 10,189.4 g (6.67 oz),,XT2045-3,Motorola Moto G Fast,,,,,Pearl White,,,,,eMMC 5.1,"8 MP, f/2.0, (wide), 1.12µm",,Motorola,Nano-SIM + Nano-SIM,,Li-Po 4000 mAh,,microSDXC (uses shared SIM slot),,"16 MP, f/1.7, (wide), 1/2.8"", 1.12µm, PDAF8 MP, f/2.2, 118˚ (ultrawide), 1/4.0"", 1.12µm2 MP, f/2.2, (macro)","2020, June 05",,"Available. Released 2020, June 12",,"5.0, A2DP, LE",,USB Type-C 2.0,"LED flash, HDR, panorama",,,,,GSM / CDMA / HSPA / EVDO / LTE,About 90 EUR,,"HSPA, LTE",,,"6.4 inches, 100.5 cm2(~82.0% screen-to-body ratio)",,,,"GPS, GLONASS, GALILEO",,,,,,,,,,,,,,,,
CDMA 800 / 1900,IPS LCD,Yes,,No,,HDR,Yes,159.8 x 76.6 x 8.7 mm (6.29 x 3.02 x 0.34 in),,"720 x 1520 pixels, 19:9 ratio (~271 ppi density)",,GSM 850 / 900 / 1800 / 1900,1080p@30fps,Qualcomm SDM632 Snapdragon 632 (14 nm),32GB 2GB RAM,,,,,,,Octa-core (4x1.8 GHz Kryo 250 Gold & 4x1.8 GHz Kryo 250 Silver),https://fdn2.gsmarena.com/vv/bigpic/motorola-moto-e-2020.jpg,,"Fingerprint (rear-mounted), accelerometer, proximity, compass",FM radio,"13 MP, f/2.0, 1/3.1"", 1.12µm, PDAF2 MP, f/2.2, (depth)",,"1, 2, 3, 4, 5, 7, 8, 12, 13, 14, 17, 25, 26, 30, 66, 71",HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,CDMA2000 1xEV-DO,,,,,,"Wi-Fi 802.11 a/b/g/n, dual-band",,,,1080p@30/60fps,Water-repellent coating,,,Adreno 506,,,Android 10,185 g (6.53 oz),,XT2052DL,Motorola Moto E (2020),,,,,Midnight Blue,,,,,eMMC 5.1,"5 MP, f/2.0, 1.12µm",,Motorola,Nano-SIM,,Li-Po 3550 mAh,,microSDXC (dedicated slot),,,"2020, June 05",,"Available. Released 2020, June 10",,"4.2, A2DP, LE",,microUSB 2.0,"LED flash, HDR, panorama",,"Glass front, plastic back, plastic frame",,,GSM / CDMA / HSPA / EVDO / LTE,About 90 EUR,,"HSPA, LTE",,,"6.2 inches, 95.9 cm2(~78.4% screen-to-body ratio)",,,,"GPS, GLONASS, GALILEO",,,,,,,,,,,,,,,,
StylusWater-repellent coating,IPS LCD,"Yes, with stereo speakers",,Yes,,HDR,Yes,158.6 x 75.8 x 9.2 mm (6.24 x 2.98 x 0.36 in),,1080 x 2300 pixels (~399 ppi density),,GSM 850 / 900 / 1800 / 1900,1080p@30fps,Qualcomm SDM665 Snapdragon 665 (11 nm),128GB 4GB RAM,,,,,,,Octa-core (4x2.0 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver),https://fdn2.gsmarena.com/vv/bigpic/motorola-moto-g-stylus-.jpg,,"Fingerprint (rear-mounted), accelerometer, gyro, proximity",FM radio,,,"1, 2, 3, 4, 5, 7, 8, 12, 13, 14, 17, 18, 19, 20, 25, 26, 29, 30, 38, 39, 40, 41, 66, 71",HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,,,,,,,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct",,,,"4K@30fps, 1080p@30/60/120fps, 1080p@30fps (gyro-EIS)",,,,Adreno 610,AnTuTu: 173611 (v8)GeekBench: 1385 (v5.1)GFXBench: 6.6fps (ES 3.1 onscreen),15W wired,"Android 10, upgradable to Android 12, Android One",192 g (6.77 oz),,XT2043-7,Motorola Moto G Pro,-24.5 LUFS (Very good),,,,Mystic indigo,Endurance rating 88h,,,,,"16 MP, f/2.0, (wide), 1/3.06"", 1.0µm",,Motorola,Nano-SIM + Nano-SIM,,Li-Po 4000 mAh,,microSDXC (uses shared SIM slot),,"48 MP, f/1.7, 26mm (wide), 1/2.0"", 0.8µm, PDAF16 MP, f/2.2, 117˚ (ultrawide), dedicated video camera (1080p)2 MP, f/2.2, (macro)","2020, May 26",,"Available. Released 2020, June 15",,"5.0, A2DP, LE",,USB Type-C 2.0,"Laser AF, LED flash, HDR, panorama",Photo/Video,"Glass front, plastic back, aluminum frame (6000 series)",,,GSM / HSPA / LTE,About 320 EUR,,"HSPA 42.2/5.76 Mbps, LTE (2CA) Cat13 600/100 Mbps",,,"6.4 inches, 100.7 cm2(~83.7% screen-to-body ratio)","1422:1 contrast ratio, 642 nits max brightness (measured)",,,"GPS, GLONASS, BDS, GALILEO",,,,,,,,,,,,,,,,
CDMA 800 / 1900,"OLED, 1B colors, 90Hz, HDR10+","Yes, with stereo speakers",,Yes,,HDR,Yes,161.1 x 71.4 x 9.6 mm (6.34 x 2.81 x 0.38 in),,"1080 x 2340 pixels, 19.5:9 ratio (~385 ppi density)",,GSM 850 / 900 / 1800 / 1900,1080p@30/120fps,Qualcomm SM8250 Snapdragon 865 5G (7 nm+),256GB 12GB RAM,,,,,,,Octa-core (1x2.84 GHz Cortex-A77 & 3x2.42 GHz Cortex-A77 & 4x1.80 GHz Cortex-A55),https://fdn2.gsmarena.com/vv/bigpic/motorola-edge-plus.jpg,,"Fingerprint (under display, optical), accelerometer, gyro, proximity, compass, barometer",No,,,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 20, 25, 26, 28, 29, 30, 34, 38, 39, 40, 41, 42, 46, 66, 71 - Global",HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - Global,HSDPA 850 / 900 / 1900 / 2100 - Verizon,,,,,,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct",,,,"6K@30fps, 4K@30fps, 1080p@30/60/120fps, gyro-EIS",CDMA2000 1xEV-DO,,,Adreno 650,AnTuTu: 574155 (v8)GeekBench: 3295 (v5.1)GFXBench: 48fps (ES 3.1 onscreen),18W wired15W wireless5W reverse wireless,Android 10,203 g (7.16 oz),,XT2061-3,Motorola Edge+ (2020),-25.3 LUFS (Very good),,Snapdragon Sound,Water-repellent coating,"Smokey Sangria, Thunder Grey, Baltic Gray",Endurance rating 100h,,"5, 41, 66, 71, 77, 78 Sub6 - Global",,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 20, 28, 46, 48, 66 - Verizon","25 MP, f/2.0, (wide), 0.9µm",,Motorola,Nano-SIM,"2, 5, 66, 260, 261 mmWave/Sub6 - Verizon",Li-Po 5000 mAh,,No,,"108 MP, f/1.8, (wide), 1/1.33"", 0.8µm, PDAF, OIS8 MP, f/2.4, 81mm (telephoto), 3x optical zoom, PDAF, OIS16 MP, f/2.2, 13mm (ultrawide), 1.0µm, AFTOF 3D, (depth)","2020, April 22",,"Available. Released 2020, May 14",,"5.1, A2DP, LE, aptX HD, aptX Adaptive",,USB Type-C 3.1,"Dual-LED dual-tone flash, panorama, HDR",Photo/Video,"Glass front (Gorilla Glass 5), aluminum frame",,UFS 3.0,GSM / CDMA / HSPA / EVDO / LTE / 5G,About 670 EUR,,"HSPA 42.2/5.76 Mbps, LTE (6CA) Cat20 2000/200 Mbps, 5G 4 Gbps DL",Corning Gorilla Glass 5,,"6.7 inches, 110.2 cm2(~95.8% screen-to-body ratio)",607 nits max brightness (measured),,,"GPS (L1+L5), GLONASS, BDS, GALILEO",,,,,,,,,,,,,,,,
