,Java,Status,Type,3.5mm jack,Model Image,Positioning,Messaging,Features,Size,NFC,SAR EU,Chipset,Colors,GPU,Video,Single_1,Keyboard,GPRS,Features_1,Video_1,2G bands,Card slot,Speed,_2,Type_1,Resolution,_3,Model Name,3G bands,Dimensions,Sensors,Announced,Talk time,Bluetooth,Price,Loudspeaker,OS,CPU,Stand-by,_1,USB,Games,SIM,Internal,SAR,Phonebook,Weight,Technology,Brand,Infrared port,WLAN,Single,Call records,EDGE,Radio
Flashlight,,Discontinued,TFT,Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-a1191.jpg,GPS,,LED flash,"5.0 inches, 68.9 cm2(~62.5% screen-to-body ratio)",No,0.39 W/kg (head)     0.35 W/kg (body),Mediatek MT6577H (40 nm),"Black, White",PowerVR SGX531u,Yes,3 MP,,,,,GSM 900 / 1800 - SIM 1 & SIM 2,microSDHC (dedicated slot),HSPA 7.2/5.76 Mbps,,Li-Ion 2100 mAh battery,"720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,Celkon A119 Signature HD,HSDPA 2100,148 x 74.5 x 9.3 mm (5.83 x 2.93 x 0.37 in),"Accelerometer, proximity","2013, March. Released 2013, March",Up to 6 h,"4.0, A2DP",About 200 EUR,Yes,Android 4.1 (Jelly Bean),Dual-core 1.0 GHz Cortex-A9,Up to 140 h,,microUSB 2.0,,Dual SIM (Mini-SIM),"4GB (1.45GB user available), 1GB RAM",0.80 W/kg (head)     0.81 W/kg (body),,177 g (6.24 oz),GSM / HSPA,Celkon,,"Wi-Fi 802.11 b/g/n, hotspot","12 MP, AF",,,FM radio
,,Discontinued,TFT,Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-ct-910.jpg,GPS,,,"7.0 inches, 139.5 cm2",No,,Qualcomm MSM7227A Snapdragon S1,Gray,Adreno 200,Yes,VGA,,,,,GSM 900 / 1800,microSDHC (dedicated slot),HSPA,,"Li-Ion 3500 mAh, non-removable","480 x 800 pixels, 5:3 ratio (~133 ppi density)",,Celkon CT-910,HSDPA 2100,-,Accelerometer,"2013, March. Released 2013, March",Up to 10 h,Yes,,Yes,Android 4.0.4 (Ice Cream Sandwich),1.0 GHz Cortex-A5,Up to 300 h,,Proprietary,,Mini-SIM,4GB 512MB RAM,,,-,GSM / HSPA,Celkon,,Wi-Fi 802.11 b/g/n,2 MP,,,No
,,Discontinued,TFT,Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-a87.jpg,No,,,"4.0 inches, 45.5 cm2",No,,Spreadtrum 6820,"Black, White",,Yes,VGA,,Yes,,,GSM 900 / 1800 - SIM 1 & SIM 2,microSDHC (dedicated slot),,,Li-Ion 1450 mAh battery,"480 x 800 pixels, 5:3 ratio (~233 ppi density)",,Celkon A87,,-,Accelerometer,"2013, January. Released 2013, January",Up to 3 h,Yes,About 70 EUR,Yes,Android 2.3.6 (Gingerbread),1.0 GHz,Up to 220 h,,Proprietary,,Dual SIM (Mini-SIM),512MB 512MB RAM,,,-,GSM,Celkon,,"Wi-Fi 802.11 b/g/n, hotspot","5 MP, AF",,Yes,FM radio
Flashlight,,Discontinued,TFT,Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-a86.jpg,No,,,"3.5 inches, 36.5 cm2",No,,Mediatek MT6515M,"Black, White",PowerVR SGX531,Yes,,,Yes,,,GSM 900 / 1800 - SIM 1 & SIM 2,microSDHC (dedicated slot),,,Li-Ion 1400 mAh battery,"320 x 480 pixels, 3:2 ratio (~165 ppi density)",,Celkon A86,,-,"Accelerometer, proximity","2013, March. Released 2013, March",Up to 4 h,Yes,,Yes,Android 2.3.6 (Gingerbread),1.0 GHz Cortex-A9,Up to 145 h,No,Proprietary,,Dual SIM (Mini-SIM),512MB 512MB RAM,,,-,GSM,Celkon,,Wi-Fi 802.11 b/g/n,3.15 MP,,Yes,FM radio
Flashlight,,Discontinued,TFT,Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-a69.jpg,No,,LED flash,"4.0 inches, 45.5 cm2",No,,Spreadtrum 6820,"Black, White",,Yes,VGA,,Yes,,,GSM 900 / 1800 - SIM 1 & SIM 2,microSDHC (dedicated slot),,,Li-Ion 1500 mAh battery,"480 x 800 pixels, 5:3 ratio (~233 ppi density)",,Celkon A69,,-,Accelerometer,"2013, March. Released 2013, March",Up to 3 h,Yes,,Yes,Android 2.3.6 (Gingerbread),1.0 GHz,Up to 220 h,,Proprietary,,Dual SIM (Mini-SIM),512MB 512MB RAM,,,-,GSM,Celkon,,"Wi-Fi 802.11 b/g/n, hotspot","5 MP, AF",,Yes,FM radio
,,Discontinued,TFT,Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-a67.jpg,No,,,"3.2 inches, 30.5 cm2",No,,Qualcomm MSM8225 Snapdragon S4 Play,"Black, White",Adreno 203,Yes,VGA,,,,,GSM 900 / 1800 - SIM 1 & SIM 2,microSDHC (dedicated slot),HSPA,,Li-Ion 1350 mAh battery,"320 x 480 pixels, 3:2 ratio (~180 ppi density)",,Celkon A67,HSDPA 2100,-,Accelerometer,"2013, March. Released 2013, March",Up to 3 h 20 min,Yes,,Yes,Android 4.0 (Ice Cream Sandwich),Dual-core 1.0 GHz Cortex-A5,Up to 240 h,,Proprietary,,Dual SIM (Mini-SIM),512MB 512MB RAM,,,-,GSM / HSPA,Celkon,,Wi-Fi 802.11 b/g/n,2 MP,,,FM radio
,,Discontinued,TFT,Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-a98.jpg,No,,,"4.0 inches, 45.5 cm2",No,,,Black,,Yes,Yes,,,,,GSM 900 / 1800 - SIM 1 & SIM 2,microSDHC (dedicated slot),HSPA,,Li-Ion 1800 mAh battery,"480 x 800 pixels, 5:3 ratio (~233 ppi density)",,Celkon A98,HSDPA 2100,-,Accelerometer,2013. Released 2013,Up to 6 h,Yes,,Yes,Android 4.0 (Ice Cream Sandwich),1.0 GHz,Up to 180 h,,Proprietary,,Dual SIM (Mini-SIM),,,,-,GSM / HSPA,Celkon,,Wi-Fi 802.11 b/g/n,3.15 MP,,,FM radio
,,Discontinued,TFT,,https://fdn2.gsmarena.com/vv/bigpic/celkon-a225.jpg,GPS,,,"4.7 inches, 60.9 cm2",No,,Mediatek MT6577 (40 nm),Black,PowerVR SGX531u,Yes,Yes,,,,,GSM 900 / 1800 - SIM 1 & SIM 2,microSDHC (dedicated slot),HSPA,,Li-Ion 2100 mAh battery,"480 x 854 pixels, 16:9 ratio (~208 ppi density)",,Celkon A225,HSDPA 2100,-,Accelerometer,2013. Released 2013,Up to 6 h,Yes,About 140 EUR,Yes,Android 4.1 (Jelly Bean),Dual-core 1.0 GHz Cortex-A9,Up to 180 h,,Proprietary,,Dual SIM (Mini-SIM),,,,-,GSM / HSPA,Celkon,,Wi-Fi 802.11 b/g/n,8 MP,,,FM radio
Flashlight,No,Discontinued,TFT,Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-c7050.jpg,No,"SMS, MMS",,"4.0 inches, 47.6 cm2",No,,,Black,,Yes,,,Yes,,,GSM 900 / 1800 - SIM 1 & SIM 2,microSDHC (dedicated slot),,Auto call recordReject by SMSAudio/video player,"Li-Ion 1200 mAh, removable","320 x 480 pixels, 3:2 ratio (~144 ppi density)",,Celkon C7050,,-,,2013. Released 2013,Up to 4 h 10 min,Yes,About 40 EUR,Yes,,,Up to 150 h,No,Proprietary,Yes,Dual SIM (Mini-SIM),,,2000 contacts,-,GSM,Celkon,,Wi-Fi 802.11 b/g/n,2 MP,30 entries,Yes,FM radio
Flashlight,No,Discontinued,TFT,Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-c7070.jpg,No,"SMS, MMS, Email",,"3.5 inches, 36.5 cm2",No,,,Black,,Yes,,,Yes,,,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,microSDHC (dedicated slot),,Auto call recordReject by SMSAudio/video player,"Li-Ion 1200 mAh, removable","320 x 480 pixels, 3:2 ratio (~165 ppi density)",,Celkon C7070,,-,,2013. Released 2013,Up to 4 h 10 min,Yes,About 40 EUR,Yes,,,Up to 150 h,No,Proprietary,Yes,Dual SIM (Mini-SIM),,,2000 contacts,-,GSM,Celkon,,Wi-Fi 802.11 b/g/n,2 MP,30 entries,Yes,FM radio
Flashlight,No,Discontinued,TFT,Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-c44-star.jpg,No,SMS,,"2.4 inches, 17.8 cm2",No,,,Black,,Yes,,,Yes,,,GSM 900 / 1800 - SIM 1 & SIM 2,microSDHC (dedicated slot),,Auto call recordReject by SMSAudio/video player,"Li-Ion 1800 mAh, removable","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,Celkon C44 Star,,-,,2013. Released 2013,Up to 6 h,Yes,About 20 EUR,Yes,,,Up to 180 h,No,Proprietary,Yes,Dual SIM (Mini-SIM),,,500 contacts,-,GSM,Celkon,,No,1.3 MP,20 entries,No,FM radio
Flashlight,No,Discontinued,TFT,Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-c54.jpg,No,SMS,,"2.4 inches, 17.8 cm2",No,,,Black,,Yes,,,Yes,,,GSM 900 / 1800 - SIM 1 & SIM 2,microSDHC (dedicated slot),,Auto call recordReject by SMSAudio/video player,"Li-Ion 1500 mAh, removable","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,Celkon C54,,-,,2013. Released 2013,Up to 5 h,Yes,About 30 EUR,Yes,,,Up to 150 h,No,Proprietary,Yes,Dual SIM (Mini-SIM),,,500 contacts,-,GSM,Celkon,,No,1.3 MP,20 entries,No,FM radio
CDMA 800,No,Discontinued,TFT,Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-gc10.jpg,No,SMS,,"2.6 inches, 20.9 cm2",No,,,Black,,Yes,,,Yes,,,GSM 900 / 1800 - SIM 1 & SIM 2,microSDHC (dedicated slot),,No,Li-Ion 1000 mAh battery,"240 x 320 pixels, 4:3 ratio (~154 ppi density)",Auto call recordReject by SMSAudio/video player,Celkon GC10,,-,,2013. Released 2013,,Yes,About 40 EUR,Yes,,,,Flashlight,Proprietary,Yes,Dual SIM (Mini-SIM),,,500 contacts,-,GSM / CDMA,Celkon,,No,1.3 MP,20 entries,No,FM radio
Flashlight,No,Discontinued,TFT,Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-c3333.jpg,No,SMS,,"2.6 inches, 20.9 cm2",No,,,"Black/Red, Gray",,No,,,Yes,,,GSM 900 / 1800 - SIM 1 & SIM 2,microSDHC (dedicated slot),,Auto call recordreject by SMSaudio/video player,"Li-Ion 3000 mAh, removable","240 x 320 pixels, 4:3 ratio (~154 ppi density)",,Celkon C3333,,-,,"2013, February. Released 2013, February",Up to 6 h 40 min,Yes,About 30 EUR,Yes,,,Up to 240 h,No,Proprietary,Yes,Dual SIM (Mini-SIM),,,1000 contacts,-,GSM,Celkon,,No,1.3 MP,20 entries,No,FM radio; built-in antenna
Flashlight,No,Discontinued,TFT,,https://fdn2.gsmarena.com/vv/bigpic/celkon-c356.jpg,No,SMS,,"1.8 inches, 10.2 cm2",No,,,"Black/Red, Black/Yellow, White",,No,,,No,,,GSM 900 / 1800 - SIM 1 & SIM 2,microSDHC (dedicated slot),,Auto call recordreject by SMSaudio/video player,"Li-Ion 1100 mAh, removable",176 x 220 pixels (~157 ppi density),,Celkon C356,,-,,"2013, February. Released 2013, February",Up to 3 h 20 min,Yes,About 10 EUR,Yes,,,Up to 150 h,No,Proprietary,Yes,Dual SIM (Mini-SIM),,,300 contacts,-,GSM,Celkon,,No,Yes,20 entries,No,FM radio
Flashlight,No,Discontinued,TFT,,https://fdn2.gsmarena.com/vv/bigpic/celkon-c355.jpg,No,SMS,,"1.77 inches, 9.9 cm2",No,,,"Black/Red, Black/Yellow, Black/Silver",,No,,,No,,,GSM 900 / 1800 - SIM 1 & SIM 2,microSDHC (dedicated slot),,Auto call recordreject by SMSaudio/video player,"Li-Ion 1100 mAh, removable",128 x 160 pixels (~116 ppi density),,Celkon C355,,-,,"2013, February. Released 2013, February",Up to 4 h,Yes,About 10 EUR,Yes,,,Up to 180 h,No,Proprietary,Yes,Dual SIM (Mini-SIM),,,500 contacts,-,GSM,Celkon,,No,Yes,20 entries,No,No
No,,Discontinued,TFT,,https://fdn2.gsmarena.com/vv/bigpic/celkon-a75.jpg,No,,,"3.5 inches, 36.5 cm2",No,,,"Black, White",,Yes,,,Yes,,,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,microSDHC (dedicated slot),,,Li-Ion 1400 mAh battery,"320 x 480 pixels, 3:2 ratio (~165 ppi density)",,Celkon A75,,-,Accelerometer,"2013, February. Released 2013, February",Up to 5 h,Yes,,Yes,Android 2.3.5 (Gingerbread),1.0 GHz,Up to 150 h,,Proprietary,,Dual SIM (Mini-SIM),,,,-,GSM,Celkon,,Wi-Fi 802.11 b/g/n,2 MP,,Yes,FM radio
,,Discontinued,TFT,,https://fdn2.gsmarena.com/vv/bigpic/celkon-a59.jpg,No,,,"4.0 inches, 47.6 cm2",No,,,"Black, White",,Yes,Yes,,Yes,,,GSM 900 / 1800 - SIM 1 & SIM 2,microSDHC (dedicated slot),,,Li-Ion 1400 mAh battery,"320 x 480 pixels, 3:2 ratio (~144 ppi density)",,Celkon A59,,-,Accelerometer,"2013, February. Released 2013, February",Up to 5 h,Yes,,Yes,Android 2.3.6 (Gingerbread),1.0 GHz,Up to 150 h,,Proprietary,,Dual SIM (Mini-SIM),,,,-,GSM,Celkon,,Wi-Fi 802.11 b/g/n,2 MP,,Yes,FM radio
,,Discontinued,TFT,,https://fdn2.gsmarena.com/vv/bigpic/celkon-a220.jpg,GPS,,,"4.63 inches, 59.1 cm2",No,,,"Black, Gray",,Yes,Yes,,,,,GSM 900 / 1800 - SIM 1 & SIM 2,microSDHC (dedicated slot),HSPA,,Li-Ion 2000 mAh battery,"480 x 853 pixels, 16:9 ratio (~211 ppi density)",,Celkon A220,HSDPA 2100,-,Accelerometer,"2013, February. Released 2013, February",Up to 6 h,Yes,About 120 EUR,Yes,Android 4.0 (Ice Cream Sandwich),1.0 GHz,Up to 180 h,,Proprietary,,Dual SIM (Mini-SIM),,,,-,GSM / HSPA,Celkon,,Wi-Fi 802.11 b/g/n,5 MP,,,FM radio
,,Discontinued,TFT,,https://fdn2.gsmarena.com/vv/bigpic/celkon-a27.jpg,GPS,,,"4.63 inches, 59.1 cm2",No,,,"Blue, Black, White",,Yes,Yes,,,,,GSM 900 / 1800 - SIM 1 & SIM 2,microSDHC (dedicated slot),HSPA,,Li-Ion 1800 mAh battery,"480 x 853 pixels, 16:9 ratio (~211 ppi density)",,Celkon A27,HSDPA 2100,-,Accelerometer,"2013, February. Released 2013, February",Up to 6 h,Yes,About 130 EUR,Yes,Android 4.0 (Ice Cream Sandwich),1.0 GHz,Up to 180 h,,Proprietary,,Dual SIM (Mini-SIM),,,,-,GSM / HSPA,Celkon,,Wi-Fi 802.11 b/g/n,8 MP,,,FM radio
No,,Discontinued,TFT,Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-a79.jpg,GPS,,,"3.5 inches, 38.1 cm2(~53.4% screen-to-body ratio)",No,,,Black,,Yes,,,,,,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,microSDHC (dedicated slot),HSPA,,Li-Ion 1300 mAh battery,"320 x 420 pixels, 4:3 ratio (~151 ppi density)",,Celkon A79,HSDPA 850 / 900 / 2100,115 x 62 x 13 mm (4.53 x 2.44 x 0.51 in),Accelerometer,"2013, January. Released 2013, January",Up to 3 h,Yes,About 70 EUR,Yes,Android 2.3.5 (Gingerbread),Dual-core 1.0 GHz,Up to 400 h,,microUSB 2.0,,Dual SIM (Mini-SIM),,,,98 g (3.46 oz),GSM / HSPA,Celkon,,Wi-Fi 802.11 b/g/n,3.15 MP,,,FM radio
,,Discontinued,TFT,Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-a83.jpg,No,,,"3.2 inches, 31.8 cm2(~44.1% screen-to-body ratio)",No,,,"White, Black",,Yes,Yes,,Yes,,,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,microSDHC (dedicated slot),,,Li-Ion 1450 mAh battery,"320 x 420 pixels, 4:3 ratio (~165 ppi density)",,Celkon A83,,113.9 x 63.4 x 14.4 mm (4.48 x 2.50 x 0.57 in),Accelerometer,"2012, December. Released 2012, December",Up to 5 h,Yes,About 50 EUR,Yes,Android 2.3 (Gingerbread),1.0 GHz,Up to 150 h,,microUSB 2.0,,Dual SIM (Mini-SIM),,,,103 g (3.63 oz),GSM,Celkon,,Wi-Fi 802.11 b/g/n,2 MP,,No,Stereo FM radio
,,Discontinued,TFT,Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-a77.jpg,No,,,"3.5 inches, 38.1 cm2(~52.9% screen-to-body ratio)",No,,,"White, Black",,Yes,Yes,,Yes,,,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,microSDHC (dedicated slot),,,Li-Ion 1300 mAh battery,"320 x 420 pixels, 4:3 ratio (~151 ppi density)",,Celkon A77,,118 x 61 x 13.5 mm (4.65 x 2.40 x 0.53 in),Accelerometer,"2012, December. Released 2012, December",Up to 4 h 45 min,Yes,About 50 EUR,Yes,Android 2.3 (Gingerbread),1.0 GHz,Up to 130 h,,microUSB 2.0,,Dual SIM (Mini-SIM),,,,104 g (3.67 oz),GSM,Celkon,,Wi-Fi 802.11 b/g/n,2 MP,,No,Stereo FM radio
No,,Discontinued,TFT,Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-ct9.jpg,No,,,"9.0 inches, 230.5 cm2(~66.1% screen-to-body ratio)",No,,,White/Black,,Yes,,,No,,,N/A,microSDHC (dedicated slot),,,"Li-Ion 5000 mAh, non-removable","480 x 800 pixels, 5:3 ratio (~104 ppi density)",,Celkon CT 9,,239 x 146 x 13 mm (9.41 x 5.75 x 0.51 in),Accelerometer,"2012, December. Released 2012, December",Up to 3 h (media player),Yes,About 100 EUR,Yes,Android 4.0 (Ice Cream Sandwich),1.2 GHz Cortex-A9,Up to 100 h,HDMI port,Proprietary,,No,,,,450 g (0.99 lb),No cellular connectivity,Celkon,Yes,Wi-Fi 802.11 b/g,Yes,,No,No
,,Discontinued,TFT,Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-A200.jpg,GPS,,,"4.3 inches, 52.6 cm2(~60.8% screen-to-body ratio)",No,,,"Black, White",,Yes,Yes,,,,,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,microSDHC (dedicated slot),HSPA,,Li-Ion 1500 mAh battery,"480 x 800 pixels, 5:3 ratio (~217 ppi density)",,Celkon A200,HSDPA 850 / 900 / 2100 / 1800,130 x 66.6 x 10.8 mm (5.12 x 2.62 x 0.43 in),"Accelerometer, proximity","2012, December. Released 2012, December",Up to 4 h 10 min,Yes,About 120 EUR,Yes,Android 4.0 (Ice Cream Sandwich),Dual-core 1.0 GHz,Up to 200 h,,microUSB 2.0,,Dual SIM (Mini-SIM),,,,147 g (5.19 oz),GSM / HSPA,Celkon,,Wi-Fi 802.11 b/g/n,5 MP,,,Stereo FM radio
Flashlight,No,Discontinued,TFT,Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-c19.jpg,No,SMS,,"2.4 inches, 17.8 cm2(~28.1% screen-to-body ratio)",No,,,"Black/Gray, White/Red",,Yes,,,No,,,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,microSDHC (dedicated slot),,Auto call recordAudio/video player,"Li-Ion 1400 mAh, removable","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,Celkon C19,,121.5 x 52.2 x 11.5 mm (4.78 x 2.06 x 0.45 in),,"2012, December. Released 2012, December",Up to 5 h,Yes,,Yes,,,Up to 250 h,No,Proprietary,Yes,Dual SIM (Mini-SIM),,,1000 entries,85 g (3.00 oz),GSM,Celkon,,No,1.3 MP,Yes,No,"Stereo FM radio, recording"
MP3/WAV/eAAC playerMP4/H.264 playerDocument viewerPhoto viewer/editor,,Discontinued,TFT,Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-a900.jpg,GPS,,,"5.0 inches, 71.2 cm2(~57.0% screen-to-body ratio)",No,,,Black,,Yes,Yes,,,,,GSM 900 / 1800 - SIM 1 & SIM 2,microSDHC (dedicated slot),HSPA,,Li-Ion 2000 mAh battery,"480 x 800 pixels, 5:3 ratio (~187 ppi density)",,Celkon A900,HSDPA 2100,152.8 x 81.7 x 10.2 mm (6.02 x 3.22 x 0.40 in),Accelerometer,"2012, November. Released 2012, November",Up to 8 h 20 min,Yes,About 120 EUR,Yes,Android 2.3.6 (Gingerbread),1.0 GHz,Up to 350 h,,microUSB 2.0,,Dual SIM (Mini-SIM),,,,185 g (6.53 oz),GSM / HSPA,Celkon,,Wi-Fi 802.11 b/g/n,5 MP,,,FM radio
MP3/WAV/eAAC playerMP4/H.264 playerDocument viewerPhoto viewer/editor,,Discontinued,TFT,Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-a85.jpg,No,,,"3.5 inches, 36.5 cm2(~59.2% screen-to-body ratio)",No,,,White,,Yes,Yes,,Yes,,,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,microSDHC (dedicated slot),,,Li-Ion 1200 mAh battery,"320 x 480 pixels, 3:2 ratio (~165 ppi density)",,Celkon A85,,110 x 56 x 8 mm (4.33 x 2.20 x 0.31 in),"Accelerometer, proximity","2012, October. Released 2012, October",Up to 5 h,Yes,About 60 EUR,Yes,Android 2.3.9 (Gingerbread),1.0 GHz,Up to 150 h,,microUSB 2.0,,Dual SIM (Mini-SIM),512MB 256MB RAM,,,125 g (4.41 oz),GSM,Celkon,,Wi-Fi 802.11 b/g/n,3.15 MP,,No,Stereo FM radio
MP3/WAV/eAAC playerMP4/H.264 playerDocument viewerPhoto viewer/editor,,Discontinued,TFT,Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-a22.jpg,GPS,,LED flash,"4.5 inches, 55.8 cm2(~63.6% screen-to-body ratio)",No,,,White,,Yes,Yes,,,,,GSM 900 / 1800 - SIM 1 & SIM 2,microSDHC (dedicated slot),HSPA,,Li-Ion 2000 mAh battery,"540 x 960 pixels, 16:9 ratio (~245 ppi density)",,Celkon A22,HSDPA 2100,131 x 67 x 9.9 mm (5.16 x 2.64 x 0.39 in),Accelerometer,"2012, September. Released 2012, September",Up to 9 h 10 min,Yes,About 130 EUR,Yes,Android 4.0.4 (Ice Cream Sandwich),Dual-core 1.0 GHz,Up to 400 h,,microUSB 2.0,,Dual SIM (Mini-SIM),,,,145 g (5.11 oz),GSM / HSPA,Celkon,,Wi-Fi 802.11 b/g/n,"8 MP, AF",,,FM radio
No,,Discontinued,TFT,Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-ct2.jpg,GPS,,,"7.0 inches, 139.5 cm2(~59.9% screen-to-body ratio)",No,,,Black,,Yes,,,No,,,GSM 900 / 1800,microSDHC (dedicated slot),,,"Li-Ion 3000 mAh, non-removable","480 x 800 pixels, 5:3 ratio (~133 ppi density)",,Celkon CT 2,,194 x 120 x 11.6 mm (7.64 x 4.72 x 0.46 in),Accelerometer,"2012, September. Released 2012, Q4",3 h (media player),Yes,About 100 EUR,"Yes, with stereo speakers",Android 4.0 (Ice Cream Sandwich),1.0 GHz Cortex-A8,Up to 100 h,HDMI portMP4/H.264 playerMP3/WAV/AAC/Flac playerPhoto/video editorDocument viewer,Proprietary,,Mini-SIM,,,,-,GSM,Celkon,,Wi-Fi 802.11 b/g,Yes,,No,No
No,No,Discontinued,TFT,Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-c52.jpg,No,SMS,,"2.4 inches, 17.8 cm2(~29.9% screen-to-body ratio)",No,,,White/Red,,Yes,,,Yes,,,GSM 900 / 1800 - SIM 1 & SIM 2,microSDHC (dedicated slot),,,"Li-Ion 1000 mAh, removable","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,Celkon C52,,118.1 x 50.5 x 12.7 mm (4.65 x 1.99 x 0.5 in),,"2012, September. Released 2012, Q4",Up to 4 h,Yes,About 30 EUR,Yes,,,Up to 400 h,Audio/video playerAuto call record,Proprietary,Yes,Dual SIM (Mini-SIM),,,300 entries,-,GSM,Celkon,,No,1.3 MP,Yes,No,Wireless FM radio (no wired headphones required)
No,No,Discontinued,TFT,Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-c9-star.jpg,No,SMS,,"2.4 inches, 17.8 cm2(~32.0% screen-to-body ratio)",No,,,"Black/Red, Black/Green",,Yes,,,No,,,GSM 900 / 1800 - SIM 1 & SIM 2,microSDHC (dedicated slot),,,"Li-Ion 1800 mAh, removable","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,Celkon C9 Star,,114.3 x 48.8 x 15.6 mm (4.5 x 1.92 x 0.61 in),,"2012, September. Released 2012, October",Up to 15 h,Yes,About 20 EUR,Yes,,,Up to 600 h,Audio/video playerAuto call record,Proprietary,Yes,Dual SIM (Mini-SIM),,,500 entries,-,GSM,Celkon,,No,1.3 MP,Yes,No,Wireless FM radio (no wired headphones required)
MP3/WAV/eAAC playerMP4/H.264 player,,Discontinued,TFT,Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-a-89.jpg,GPS,,,"3.5 inches, 36.5 cm2",No,,,Black,,Yes,Yes,,,,,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,microSDHC (dedicated slot),HSPA,,Li-Ion 1400 mAh battery,"320 x 480 pixels, 3:2 ratio",,Celkon A89,HSDPA 850 / 900 / 2100 / 1800,-,"Accelerometer, proximity","2012, September. Released 2012, Q4",Up to 8 h 20 min,Yes,About 70 EUR,Yes,Android 2.3.6 (Gingerbread),1.0 GHz,Up to 300 h,,microUSB 2.0,,Dual SIM (Mini-SIM),,,,-,GSM / HSPA,Celkon,,Wi-Fi 802.11 b/g/n,3.15 MP,,,Stereo FM radio
HDMI portMP4/H.264 playerMP3/WAV/AAC/Flac playerOrganizerPhoto/video editorDocument editor/viewerVoice memoPredictive text input,,Discontinued,TFT,Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-ct1.jpg,GPS,,,"7.0 inches, 139.5 cm2(~62.4% screen-to-body ratio)",,,,"Black, Red",,Yes,Yes,,No,,,N/A,microSDHC (dedicated slot),,,Non-removable Li-Ion 3000 mAh battery,"480 x 800 pixels, 5:3 ratio (~133 ppi density)",,Celkon CT 1,,196 x 114 x 14 mm (7.72 x 4.49 x 0.55 in),Accelerometer,"2012, August. Released 2012, August",3 h (media player),No,,Yes,Android 4.0.4 (Ice Cream Sandwich),1.2 GHz Cortex-A8,Up to 100 h,,Proprietary,,No,,,,-,No cellular connectivity,Celkon,Yes,Wi-Fi 802.11 b/g,2 MP,,No,No
Flashlight,No,Discontinued,TFT,No,https://fdn2.gsmarena.com/vv/bigpic/celkon-c24.jpg,No,"SMS, MMS",,"2.4 inches, 17.8 cm2(~27.9% screen-to-body ratio)",,,,Black,,Yes,,,Yes,,,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,microSDHC (dedicated slot),,Audio/video playerKing movie,Removable Li-Ion 1800 mAh battery,"240 x 320 pixels, 4:3 ratio (~167 ppi density)",,Celkon C24,,123 x 52 x 14.8 mm (4.84 x 2.05 x 0.58 in),,"2012, August. Released 2012, August",Up to 15 h,Yes,,Yes,,,Up to 600 h,No,Proprietary,Yes,Dual SIM (Mini-SIM),,,1000 entries,-,GSM,Celkon,,No,1.3 MP,Yes,No,"FM radio, recording"
