Unnamed: 0,Battery (new),Camera,3.5mm jack,Audio quality,EDGE,Video,Status,Single,Infrared port,Models,_6,128GB 6GB RAM,OS,Triple,SAR,Dual,Performance,64GB 4GB RAM,2G bands,Size,_2,Loudspeaker_1,SAR EU,Type,Dimensions,Bluetooth,128GB 8GB RAM,_5,4G bands,Music play,_4,USB,Talk time,Loudspeaker,Radio,512GB 16GB RAM,Video_1,Model Name,Technology,128GB 4GB RAM,Display,Speed,512GB 12GB RAM,5G bands,Model Image,Chipset,SIM,Sensors,Features_1,3G bands,Single_1,Quad,Type_1,Charging,Weight,Stand-by,GPRS,Positioning,Battery (old),256GB 8GB RAM,_1,256GB 12GB RAM,NFC,Brand,1TB 16GB RAM,_7,Build,Resolution,WLAN,Price,Colors,GPU,Internal,Card slot,CPU,Announced,Features,Protection,_3,URL,Image,Network,Launch,Body,Platform,Memory,Main Camera,Selfie camera,Sound,Comms,Battery,Misc,
CDMA 800 & TD-SCDMA - China,,,Yes,,,1080p@30fps,"Available. Released 2018, December","8 MP, f/2.0",,,,,"Android 8.1 (Oreo), Funtouch 4.5",,,"13 MP, f/2.2, PDAF2 MP, f/2.4, (depth)",,,GSM 850 / 900 / 1800 / 1900,"6.2 inches, 95.9 cm2(~82.4% screen-to-body ratio)",,,,IPS LCD,155.1 x 75.1 x 8.3 mm (6.11 x 2.96 x 0.33 in),"4.2, A2DP, LE",,,"1, 3, 5, 8, 34, 38, 39, 40, 41",,,"microUSB 2.0, OTG",,Yes,FM radio,,,vivo Y93s,GSM / CDMA / HSPA / LTE,,,"HSPA 42.2/5.76 Mbps, LTE Cat5 150/75 Mbps",,,https://fdn2.gsmarena.com/vv/bigpic/vivo-y93.jpg,Mediatek MT6762 Helio P22 (12 nm),Nano-SIM + Nano-SIM,"Accelerometer, proximity, compass",,HSDPA 850 / 900 / 2100,,,"4030 mAh, non-removable",,165 g (5.82 oz),,,"GPS, GLONASS, BDS",,,eMMC 5.1,,No,vivo,,,,"720 x 1520 pixels, 19:9 ratio (~271 ppi density)","Wi-Fi 802.11 b/g/n, Wi-Fi Direct",About 230 EUR,"Zixia Red, Aurora Red, Blue",PowerVR GE8320,128GB 4GB RAM,microSDXC,Octa-core 2.0 GHz Cortex-A53,"2018, December","LED flash, panorama",,,,,,,,,,,,,,,,
CDMA 800 & TD-SCDMA,,,Yes,,,1080p@30fps,"Available. Released 2018, November","16 MP, f/2.2, 26mm (wide), 1/3.06"", 1.0µm",,,,,"Android 8.1 (Oreo), Funtouch 4",,,"16 MP, f/2.0, PDAF2 MP, (depth)",,,GSM 850 / 900 / 1800 / 1900,"6.26 inches, 97.8 cm2(~84.2% screen-to-body ratio)",,,,IPS LCD,154.8 x 75 x 7.9 mm (6.09 x 2.95 x 0.31 in),"5.0, A2DP, LE",,,"1, 3, 5, 7, 8, 34, 38, 39, 40, 41",,,"microUSB 2.0, OTG",,Yes,"FM radio, recording",,1080p@30fps,vivo Z1 Lite,GSM / CDMA / HSPA / LTE,,,"HSPA 42.2/5.76 Mbps, LTE (2CA) Cat6 300/50 Mbps",,,https://fdn2.gsmarena.com/vv/bigpic/vivo-z1-lite-.jpg,Qualcomm MSM8953-Pro Snapdragon 626 (14 nm),Nano-SIM + Nano-SIM,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",,HSDPA 850 / 900 / 1900 / 2100,,,"Li-Ion 3260 mAh, non-removable",,149 g (5.26 oz),,,"GPS, BDS",,,eMMC 5.1,,No,vivo,,,"Glass front, plastic back, plastic frame","1080 x 2280 pixels, 19:9 ratio (~403 ppi density)","Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct",About 170 EUR,"Black, Red, Aurora",Adreno 506,32GB 4GB RAM,microSDXC,Octa-core 2.2 GHz Cortex-A53,"2018, November","LED flash, HDR, panorama",,,,,,,,,,,,,,,,
CDMA 800 & TD-SCDMA - China,,,Yes,,,1080p@30fps,"Available. Released 2018, November","20 MP, f/2.0, (wide), 1/2.8"", 1.0µm - for Global market8 MP, f/2.0 - for China",,1807,,,"Android 8.1 (Oreo), Funtouch 4.5",,1.09 W/kg (head)     0.32 W/kg (body),"13 MP, f/2.2, PDAF2 MP, f/2.4, (depth)",,,GSM 850 / 900 / 1800 / 1900,"6.22 inches, 96.6 cm2(~82.9% screen-to-body ratio)",eMMC 5.1,,,IPS LCD,155.1 x 75.1 x 8.3 mm (6.11 x 2.96 x 0.33 in),"4.2, A2DP, LE",,,"1, 3, 5, 8, 34, 38, 39, 40, 41 - China",,,"microUSB 2.0, OTG",,Yes,FM radio,,1080p@30fps,vivo Y95,GSM / CDMA / HSPA / LTE,,,"HSPA 42.2/5.76 Mbps, LTE Cat5 150/75 Mbps",,,https://fdn2.gsmarena.com/vv/bigpic/vivo-y95-.jpg,Qualcomm SDM439 Snapdragon 439 (12 nm),Nano-SIM + Nano-SIM,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",HDR,HSDPA 850 / 900 / 2100,,,"4030 mAh, non-removable",,163.5 g (5.75 oz),,,"GPS, GLONASS, BDS",,,"1, 3, 5, 8, 38, 40, 41 - India",,No,vivo,,,"Glass front, plastic back, plastic frame","720 x 1520 pixels, 19:9 ratio (~270 ppi density)","Wi-Fi 802.11 b/g/n, Wi-Fi Direct",About 250 EUR,"Starry Night, Nebula Purple, Aurora Red",Adreno 505,"32GB 3GB RAM, 64GB 3GB RAM, 64GB 4GB RAM",microSDXC (dedicated slot),Octa-core (4x1.95 GHz Cortex-A53 & 4x1.45 GHz Cortex A53),"2018, November","LED flash, HDR, panorama",,,,,,,,,,,,,,,,
eMMC 5.1,,,Yes,,,1080p@30fps,"Available. Released 2018, November","8 MP, f/2.0",,,,,"Android 8.1 (Oreo), Funtouch 4.5",,,"13 MP, f/2.2, PDAF2 MP, f/2.4, (depth)",,,GSM 850 / 900 / 1800 / 1900,"6.2 inches, 95.9 cm2(~82.4% screen-to-body ratio)",,,,IPS LCD,155.1 x 75.1 x 8.3 mm (6.11 x 2.96 x 0.33 in),"4.2, A2DP, LE",,,"1, 3, 5, 8, 28, 38, 40, 41",,,"microUSB 2.0, OTG",,Yes,FM radio,,,vivo Y91i,GSM / HSPA / LTE,,,"HSPA, LTE",,,https://fdn2.gsmarena.com/vv/bigpic/vivo-y91i-dual-camera.jpg,Qualcomm SDM439 Snapdragon 439 (12 nm),Nano-SIM + Nano-SIM,"Fingerprint (rear-mounted), accelerometer, proximity, compass",,HSDPA 850 / 900 / 2100,,,"4030 mAh, non-removable",,163.5 g (5.78 oz),,,"GPS, GLONASS, BDS",,,,,No,vivo,,,,"720 x 1520 pixels, 19:9 ratio (~271 ppi density)","Wi-Fi 802.11 b/g/n, Wi-Fi Direct",About 130 EUR,"Starry Black, Ocean Blue, Red",Adreno 505,16GB 2GB RAM,microSDXC,Octa-core (4x1.95 GHz Cortex-A53 & 4x1.45 GHz Cortex A53),"2018, November","LED flash, panorama",,,,,,,,,,,,,,,,
CDMA 800 & TD-SCDMA - China,,,Yes,,,1080p@30fps,"Available. Released 2018, November","8 MP, f/2.0",,"1814, 1815, V1818A, V1818T",,,"Android 8.1 (Oreo), Funtouch 4.5",,,"13 MP, f/2.2, PDAF2 MP, f/2.4, (depth)",,,GSM 850 / 900 / 1800 / 1900,"6.2 inches, 95.9 cm2(~82.4% screen-to-body ratio)",,,,IPS LCD,155.1 x 75.1 x 8.3 mm (6.11 x 2.96 x 0.33 in),"4.2, A2DP, LE",,,"1, 3, 5, 8, 34, 38, 39, 40, 41",,,"microUSB 2.0, OTG",,Yes,FM radio,,1080p@30fps,vivo Y93,GSM / CDMA / HSPA / LTE,,,"HSPA 42.2/5.76 Mbps, LTE Cat5 150/75 Mbps",,,https://fdn2.gsmarena.com/vv/bigpic/vivo-y93.jpg,Qualcomm SDM439 Snapdragon 439 (12 nm),Nano-SIM + Nano-SIM,"Accelerometer, proximity, compass",,HSDPA 850 / 900 / 2100,,,"4030 mAh, non-removable",,163.5 g (5.78 oz),,,"GPS, GLONASS, BDS",,,eMMC 5.1,,No,vivo,,,"Glass front, plastic back, plastic frame","720 x 1520 pixels, 19:9 ratio (~271 ppi density)","Wi-Fi 802.11 b/g/n, Wi-Fi Direct",About 200 EUR,"Starry Black, Sunset Red",Adreno 505,64GB 4GB RAM,microSDXC (dedicated slot),Octa-core (4x1.95 GHz Cortex-A53 & 4x1.45 GHz Cortex A53),"2018, November","LED flash, panorama",,,,,,,,,,,,,,,,
"1, 3, 5, 8, 40",,,Yes,,,1080p@30fps,"Available. Released 2019, March","13 MP, f/2.2, PDAF",,1820_19,,,"Android 8.1 (Oreo), Funtouch 4.5",,1.28 W/kg (head)     0.61 W/kg (body),,,,GSM 850 / 900 / 1800 / 1900,"6.22 inches, 96.6 cm2(~82.9% screen-to-body ratio)",,,,IPS LCD,155.1 x 75.1 x 8.3 mm (6.11 x 2.96 x 0.33 in),"5.0, A2DP, LE",,,"1, 3, 5, 7, 8, 38, 40, 41",,,"microUSB 2.0, OTG",,Yes,FM radio,,,vivo Y91i (India),GSM / HSPA / LTE,,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",,,https://fdn2.gsmarena.com/vv/bigpic/vivo-y91i-.jpg,Mediatek MT6762 Helio P22 (12 nm),Nano-SIM + Nano-SIM,"Accelerometer, proximity, compass",,HSDPA 850 / 900 / 2100,"5 MP, f/1.8",,"4030 mAh, non-removable",,163.5 g (5.78 oz),,,"GPS, GLONASS, BDS",,,eMMC 5.1,,No,vivo,,,,"720 x 1520 pixels, 19:9 ratio (~270 ppi density)","Wi-Fi 802.11 b/g/n, Wi-Fi Direct",About 100 EUR,"Fusion Black, Sunset Red, Ocean Blue",PowerVR GE8320,"16GB 2GB RAM, 32GB 2GB RAM, 32GB 3GB RAM",microSDXC (dedicated slot),Octa-core 2.0 GHz Cortex-A53,"2019, March","LED flash, panorama",,,,,,,,,,,,,,,,
eMMC 5.1,,,Yes,,,1080p@30fps,"Available. Released 2019, January","8 MP, f/1.8",,,,,"Android 8.1 (Oreo), Funtouch 4.5",,,"13 MP, f/2.2, PDAF2 MP, f/2.4, (depth)",,,GSM 850 / 900 / 1800 / 1900,"6.22 inches, 96.6 cm2(~82.9% screen-to-body ratio)",,,,IPS LCD,155.1 x 75.1 x 8.3 mm (6.11 x 2.96 x 0.33 in),"5.0, A2DP, LE",,,"1, 3, 5, 7, 8, 38, 40, 41",,,"microUSB 2.0, OTG",,Yes,FM radio,,,vivo Y91 (Mediatek),GSM / HSPA / LTE,,,"HSPA 42.2/5.76 Mbps, LTE Cat5 150/75 Mbps",,,https://fdn2.gsmarena.com/vv/bigpic/vivo-y91.jpg,Mediatek MT6762 Helio P22 (12 nm),Nano-SIMNano-SIM + Nano-SIM,"Fingerprint (rear-mounted), accelerometer, proximity, compass",,HSDPA 850 / 900 / 2100,,,"4030 mAh, non-removable",,163.5 g (5.78 oz),,,"GPS, GLONASS, BDS",,,,,No,vivo,,,,"720 x 1520 pixels, 19:9 ratio (~270 ppi density)","Wi-Fi 802.11 b/g/n, Wi-Fi Direct",About 120 EUR,"Starry Black, Ocean Blue",PowerVR GE8320,64GB 3GB RAM,microSDXC,Octa-core 2.0 GHz Cortex-A53,"2019, January","LED flash, panorama",,,,,,,,,,,,,,,,
eMMC 5.1,,,Yes,,,1080p@30fps,"Available. Released 2018, November","8 MP, f/1.8",,"1816, 1817, 1820, 1811, PD1818BF_EX",,,"Android 8.1 (Oreo), Funtouch 4.5",,1.28 W/kg (head)     0.61 W/kg (body),"13 MP, f/2.2, PDAF2 MP, f/2.4, (depth)",,,GSM 850 / 900 / 1800 / 1900,"6.22 inches, 96.6 cm2(~82.9% screen-to-body ratio)",,,,IPS LCD,155.1 x 75.1 x 8.3 mm (6.11 x 2.96 x 0.33 in),"4.2, A2DP, LE",,,"1, 3, 5, 40, 41",,,"microUSB 2.0, OTG",,Yes,FM radio,,1080p@30fps,vivo Y91,GSM / HSPA / LTE,,,"HSPA 42.2/5.76 Mbps, LTE Cat5 150/75 Mbps",,,https://fdn2.gsmarena.com/vv/bigpic/vivo-y91.jpg,Qualcomm SDM439 Snapdragon 439 (12 nm),Nano-SIM + Nano-SIM,"Fingerprint (rear-mounted), accelerometer, proximity, compass",,HSDPA 850 / 900 / 2100,,,"4030 mAh, non-removable",,163.5 g (5.78 oz),,,"GPS, GLONASS, BDS",,,,,No,vivo,,,"Glass front, plastic back, plastic frame","720 x 1520 pixels, 19:9 ratio (~270 ppi density)","Wi-Fi 802.11 b/g/n, Wi-Fi Direct",About 200 EUR,"Starry Black, Ocean Blue",Adreno 505,"16GB 2GB RAM, 32GB 2GB RAM, 32GB 3GB RAM",microSDXC (dedicated slot),Octa-core (4x1.95 GHz Cortex-A53 & 4x1.45 GHz Cortex A53),"2018, November","LED flash, panorama",,,,,,,,,,,,,,,,
eMMC 5.1,,,Yes,,,1080p@30fps,"Available. Released 2018, November","13 MP, f/2.2, PDAF",,"1812, 1812_19",,,"Android 8.1 (Oreo), Funtouch 4",,,,,,GSM 850 / 900 / 1800 / 1900,"6.22 inches, 96.6 cm2(~83.0% screen-to-body ratio)",,,,IPS LCD,155.1 x 75 x 7.8 mm (6.11 x 2.95 x 0.31 in),"5.0, A2DP, LE",,,"1, 3, 5, 7, 8, 38, 40, 41",,,"microUSB 2.0, OTG",,Yes,FM radio,,,vivo Y81i,GSM / HSPA / LTE,,,"HSPA 21.1/5.76 Mbps, LTE (2CA) Cat7 300/150 Mbps",,,https://fdn2.gsmarena.com/vv/bigpic/vivo-y81i.jpg,Mediatek MT6761 Helio A22 (12 nm),Nano-SIM + Nano-SIM,"Accelerometer, proximity, compass",,HSDPA 850 / 900 / 2100,"5 MP, f/2.2",,"3260 mAh, non-removable",,143 g (5.04 oz),,,"GPS, GLONASS, BDS",,,,,No,vivo,,,"Glass front (Gorilla Glass), plastic back, plastic frame","720 x 1520 pixels, 19:9 ratio (~270 ppi density)","Wi-Fi 802.11 b/g/n, Wi-Fi Direct",About 130 EUR,"Black, Red",PowerVR GE8320,16GB 2GB RAM,microSDXC (dedicated slot),Quad-core 2.0 GHz Cortex-A53,"2018, October","LED flash, HDR, panorama",Corning Gorilla Glass,,,,,,,,,,,,,,,
CDMA 800 / 1900 & TD-SCDMA,,,Yes,,,1080p@30fps,"Available. Released 2018, October","12 MP, f/2.0, (wide), 1/2.8"", 1.28µm",,"V1813BT, V1813BA",,,Android 8.1 (Oreo),,,"16 MP, f/2.0, PDAF2 MP, f/2.4, (depth)",,,GSM 850 / 900 / 1800 / 1900,"6.3 inches, 99.1 cm2(~84.0% screen-to-body ratio)",,,,IPS LCD,156 x 75.6 x 8.1 mm (6.14 x 2.98 x 0.32 in),"4.2, A2DP, EDR, LE, aptX",,,"1, 3, 5, 8, 34, 38, 39, 40, 41",,,"microUSB 2.0, OTG",,Yes,FM radio,,1080p@30fps,vivo Z3,GSM / CDMA / HSPA / LTE,,,"HSPA, LTE",,,https://fdn2.gsmarena.com/vv/bigpic/vivo-z3.jpg,Qualcomm SDM670 Snapdragon 670 (10 nm)Qualcomm SDM710 Snapdragon 710 (10 nm),Nano-SIM + Nano-SIM,"Infrared Face ID, fingerprint (rear-mounted), accelerometer, proximity, compass",HDR,HSDPA 850 / 900 / 2100,,,"3315 mAh, non-removable",,164 g (5.78 oz),,,"GPS, GLONASS, BDS",,,,,No,vivo,,,,"1080 x 2280 pixels, 19:9 ratio (~400 ppi density)","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct",About 250 EUR,"Starry Night, Aurora Blue, Dream Powder",Adreno 615Adreno 616,"64GB 4GB RAM, 64GB 6GB RAM, 128GB 6GB RAM",microSDXC (dedicated slot),Octa-core (2x2.0 GHz 360 Gold & 6x1.7 GHz Kryo 360 Silver)Octa-core (2x2.2 GHz 360 Gold & 6x2.2 GHz Kryo 360 Silver),"2018, October","LED flash, HDR, panorama",,,,,,,,,,,,,,,,
CDMA 800 / 1900 & TD-SCDMA,,,Yes,,,1080p@30fps,"Available. Released 2018, October","24 MP, f/2.0, 26mm (wide), 1/2.8"", 0.9µm",,,,,Android 8.1 (Oreo),,,"16 MP, f/2.0, PDAF2 MP, f/2.4, (depth)",,,GSM 850 / 900 / 1800 / 1900,"6.3 inches, 99.1 cm2(~84.0% screen-to-body ratio)",,,,IPS LCD,156 x 75.6 x 8.1 mm (6.14 x 2.98 x 0.32 in),"4.2, A2DP, EDR, LE, aptX",,,"1, 3, 5, 8, 34, 38, 39, 40, 41",,,"microUSB 2.0, OTG",,Yes,FM radio,,1080p@30fps,vivo Z3i,GSM / CDMA / HSPA / LTE,,,"HSPA, LTE",,,https://fdn2.gsmarena.com/vv/bigpic/vivo-z3i.jpg,Mediatek MT6771 Helio P60 (12 nm),Nano-SIM + Nano-SIM,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",HDR,HSDPA 850 / 900 / 2100,,,"3315 mAh, non-removable",18W wired,164 g (5.78 oz),,,"GPS, GLONASS, BDS",,,eMMC 5.1,,No,vivo,,,,"1080 x 2280 pixels, 19:9 ratio (~400 ppi density)","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct",About 350 EUR,"Aurora blue, Millenium Pink",Mali-G72 MP3,128GB 6GB RAM,microSDXC (dedicated slot),Octa-core (4x2.0 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53),"2018, October","LED flash, HDR, panorama",,,,,,,,,,,,,,,,
eMMC 5.1,,,Yes,,,1080p@30fps,"Available. Released 2018, October","8 MP, f/2.2, AF",,1801,,,"Android 8.1 (Oreo), Funtouch 4",,,,,,GSM 900 / 1800,"6.0 inches, 92.9 cm2(~78.7% screen-to-body ratio)",,,,IPS LCD,155.9 x 75.7 x 7.8 mm (6.14 x 2.98 x 0.31 in),"4.2, A2DP, LE",,,"1, 3, 5, 8, 38, 40, 41",,,"microUSB 2.0, OTG",,Yes,FM radio,,,vivo Y71i,GSM / HSPA / LTE,,,"HSPA, LTE",,,https://fdn2.gsmarena.com/vv/bigpic/vivo-y71-.jpg,Qualcomm MSM8917 Snapdragon 425 (28 nm),Nano-SIM + Nano-SIM,"Accelerometer, proximity, compass",,HSDPA 850 / 900 / 2100,"5 MP, f/2.0",,"Li-Ion 3360 mAh, non-removable",,150 g (5.29 oz),,,"GPS, GLONASS",,,,,No,vivo,,,"Glass front (Gorilla Glass 3), aluminum back, aluminum frame","720 x 1440 pixels, 18:9 ratio (~268 ppi density)","Wi-Fi 802.11 b/g/n, Wi-Fi Direct, DLNA",About 120 EUR,"Black, Gold",Adreno 308,16GB 2GB RAM,microSDXC (dedicated slot),Quad-core 1.4 GHz Cortex-A53,"2018, October","LED flash, HDR",Corning Gorilla Glass 3,,,,,,,,,,,,,,,
eMMC 5.1,,,Yes,,,1080p@30fps,"Available. Released 2018, September","25 MP, f/2.0, 26mm (wide), 1/2.8"", 0.9µm",,1806,,,"Android 8.1 (Oreo), Funtouch 4.5",,,"16 MP, f/2.0, PDAF5 MP, f/2.4, (depth)",,,GSM 850 / 900 / 1800 / 1900,"6.3 inches, 99.1 cm2(~84.0% screen-to-body ratio)",,,,IPS LCD,156 x 75.6 x 8.1 mm (6.14 x 2.98 x 0.32 in),"4.2, A2DP, LE, EDR",,,"1, 3, 5, 7, 8, 38, 40, 41",,,"microUSB 2.0, OTG",,Yes,FM radio,,1080p@30fps,vivo V11i,GSM / HSPA / LTE,,,"HSPA, LTE",,,https://fdn2.gsmarena.com/vv/bigpic/vivo-v11i-.jpg,Mediatek MT6771 Helio P60 (12 nm),Nano-SIM + Nano-SIM,"Fingerprint (rear-mounted), accelerometer, proximity, compass",HDR,HSDPA 850 / 900 / 2100,,,"3315 mAh, non-removable",18W wired,164 g (5.78 oz),,,"GPS, GLONASS, BDS",,,,,No,vivo,,,,"1080 x 2280 pixels, 19:9 ratio (~400 ppi density)","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct",About 280 EUR,"Starry Night, Nebula",Mali-G72 MP3,"64GB 6GB RAM, 128GB 4GB RAM",microSDXC (dedicated slot),Octa-core (4x2.0 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53),"2018, September","LED flash, HDR, panorama",,,,,,,,,,,,,,,,
CDMA 800 & TD-SCDMA - China,,,Yes,,,1080p@30fps,"Available. Released 2018, September","16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0µm",,"V1813A, V1813T",,,"Android 8.1 (Oreo), Funtouch 4.5",,,"16 MP, f/2.0, PDAF2 MP, f/2.4, (depth)",,,GSM 850 / 900 / 1800 / 1900,"6.3 inches, 99.1 cm2(~84.1% screen-to-body ratio)",,,,S-IPS LCD,155.9 x 75.6 x 8.1 mm (6.14 x 2.98 x 0.32 in),"5.0, A2DP, LE, EDR",,,"1, 3, 5, 8, 34, 38, 39, 40, 41",,,"microUSB 2.0, OTG",,Yes,FM radio,,1080p@30fps,vivo Y97,GSM / CDMA / HSPA / LTE,,,"HSPA, LTE",,,https://fdn2.gsmarena.com/vv/bigpic/vivo-y97.jpg,Mediatek MT6771 Helio P60 (12 nm),Nano-SIM + Nano-SIM,"Accelerometer, proximity, compass",HDR,HSDPA 850 / 900 / 2100,,,"3315 mAh, non-removable",,162 g (5.71 oz),,,"GPS, GLONASS",,,eMMC 5.1,,No,vivo,,,,"1080 x 2280 pixels, 19:9 ratio (~400 ppi density)","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct",About 250 EUR,"Starry Night, Nebula, Pink",Mali-G72 MP3,128GB 4GB RAM,microSDXC (dedicated slot),Octa-core (4x2.0 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53),"2018, September","LED flash, HDR, panorama",,,,,,,,,,,,,,,,
CDMA 800 & TD-SCDMA,,,Yes,,,"4K@30fps, 1080p@30fps","Available. Released 2018, September","12 MP, f/2.0, (wide), 1/2.8"", 1.28µm",,"V1809A, V1816A, V1809T, V1816T",,,"Android 8.1 (Oreo), Funtouch 4.5",,,"12 MP, f/1.8, 1/2.55"", 1.4µm, dual pixel PDAF13 MP, f/2.4",,,GSM 850 / 900 / 1800 / 1900,"6.41 inches, 100.9 cm2(~86.3% screen-to-body ratio)",,,,Super AMOLED,157.7 x 74.1 x 7.5 mm (6.21 x 2.92 x 0.30 in),"5.0, A2DP, EDR, LE, aptX",,,"1, 2, 3, 4, 5, 8, 34, 38, 39, 40, 41",,,"microUSB 2.0, OTG",,Yes,FM radio,,1080p@30fps,vivo X23,GSM / CDMA / HSPA / LTE,,,"HSPA 42.2/5.76 Mbps, LTE (2CA) Cat6 300/150 Mbps",,,https://fdn2.gsmarena.com/vv/bigpic/vivo-x23.jpg,Qualcomm SDM670 Snapdragon 670 (10 nm),Nano-SIM + Nano-SIM,"Fingerprint (under display, optical), accelerometer, proximity, compass",HDR,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,,,"Li-Ion 3400 mAh, non-removable",22.5W wired,160.5 g (5.68 oz),,,"GPS, GLONASS",,,32-bit/192kHz Hi-Res audio,,No,vivo,,,,"1080 x 2340 pixels, 19.5:9 ratio (~402 ppi density)","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct",About 500 EUR,"Phantom Purple, Magic Night, Phantom Red",Adreno 615,128GB 8GB RAM,No,Octa-core (4x2.0 GHz Kryo 360 & 4x1.8 GHz Kryo 360),"2018, September","LED flash, HDR, panorama",,,,,,,,,,,,,,,,
eMMC 5.1,,Photo/Video,Yes,Noise -92.7dB / Crosstalk -92.1dB,,"4K@30fps, 1080p@30fps","Available. Released 2018, September","25 MP, f/2.0, 1/2.8"", 0.9µm",,"1804, 1806, 1814, PD1813F_EX, V1814A",,,"Android 8.1 (Oreo), upgradable to Android 9.0 (Pie), Funtouch 6.1",,1.10 W/kg (head)     0.13 W/kg (body),"12 MP, f/1.8, 1/2.8"", dual pixel PDAF5 MP, f/2.4, (depth)",GeekBench: 5535 (v4.4)GFXBench: 7.4fps (ES 3.1 onscreen),,GSM 850 / 900 / 1800 / 1900,"6.41 inches, 100.9 cm2(~85.2% screen-to-body ratio)",,Voice 70dB / Noise 73dB / Ring 80dB,,Super AMOLED,157.9 x 75 x 7.9 mm (6.22 x 2.95 x 0.31 in),"5.0, A2DP, LE, EDR",,,"1, 3, 5, 7, 8, 38, 40, 41",,,"microUSB 2.0, OTG",,Yes,FM radio,,1080p@30fps,vivo V11 (V11 Pro),GSM / HSPA / LTE,,"Contrast ratio: Infinite (nominal), 4.113 (sunlight)","HSPA 42.2/5.76 Mbps, LTE (2CA) Cat6 300/50 Mbps",,,https://fdn2.gsmarena.com/vv/bigpic/vivo-v11-pro-2.jpg,Qualcomm SDM660 Snapdragon 660 (14 nm),Nano-SIM + Nano-SIM,"Fingerprint (under display, optical), accelerometer, proximity, compass",HDR,HSDPA 850 / 900 / 2100,,,"3400 mAh, non-removable",18W wired,156 g (5.50 oz),,,"GPS, GLONASS, BDS",Endurance rating 98h,,,,No,vivo,,,"Glass front (Gorilla Glass 3), glass back, plastic frame","1080 x 2340 pixels, 19.5:9 ratio (~402 ppi density)","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct",About 290 EUR,"Starry Night, Dazzling Gold, Nebula, Supernova Red",Adreno 512,"64GB 6GB RAM, 128GB 6GB RAM",microSDXC (dedicated slot),Octa-core (4x2.2 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver),"2018, September","LED flash, HDR, panorama",Corning Gorilla Glass 3,,,,,,,,,,,,,,,
eMMC 5.1,,,Yes,,,1080p@30fps,"Available. Released 2018, September","8 MP, f/2.2",,,,,"Android 8.1 (Oreo), Funtouch 4",,1.12 W/kg (head)     0.53 W/kg (body),"13 MP, f/2.2, PDAF2 MP, f/2.4, (depth)",,,GSM 850 / 900 / 1800 / 1900,"6.22 inches, 96.6 cm2(~82.7% screen-to-body ratio)",,,,IPS LCD,155.2 x 75.2 x 7.7 mm (6.11 x 2.96 x 0.30 in),"5.0, A2DP, LE",,,"1, 3, 5, 40, 41",,,"microUSB 2.0, OTG",,Yes,FM radio,,,vivo Y83 Pro,GSM / HSPA / LTE,,,"HSPA, LTE",,,https://fdn2.gsmarena.com/vv/bigpic/vivo-y83-pro.jpg,Mediatek MT6762 Helio P22 (12 nm),Nano-SIM + Nano-SIM,"Fingerprint (rear-mounted), accelerometer, proximity, compass",HDR,HSDPA 850 / 900 / 2100,,,"Li-Ion 3260 mAh, non-removable",,152 g (5.36 oz),,,"GPS, GLONASS",,,,,No,vivo,,,,"720 x 1520 pixels, 19:9 ratio (~270 ppi density)","Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct",About 200 EUR,"Nebula Purple, Black, Gold",PowerVR GE8320,64GB 4GB RAM,microSDXC (dedicated slot),Octa-core 2.0 GHz Cortex-A53,"2018, September","LED flash, HDR, panorama",Corning Gorilla Glass,,,,,,,,,,,,,,,
