,Dimensions,Model Image,Type_1,_1,Model Name,Card slot,Brand,EDGE,Stand-by,Sensors,_2,Announced,Positioning,Technology,Loudspeaker,SIM,_3,2G bands,3.5mm jack,Video,Type,Talk time,WLAN,Size,Single,Bluetooth,Radio,USB,Status,Internal,OS,Colors,Alert types,Browser,GPRS,Weight,Infrared port,Resolution
SATELLITE,138.5 x 53 x 18.8 mm (5.45 x 2.09 x 0.74 in),https://fdn2.gsmarena.com/vv/bigpic/thuraya-sg2520.gif,Removable Li-Ion 1280 mAh battery,"Wallpapers, screensavers",Thuraya SG-2520,SD ( 128 MB included ),Thuraya,No,Up to 75 h,,No,"2007, March",GPS,GSM,No,Mini-SIM,MP3/AAC/MP4/AMR playereZi Text InputOrganizerVoice memoFile browser,GSM 900 / 1800 / 1900,No,Yes,"TFT, 256K colors",Up to 4 h,No,"1.9 inches, 11.4 cm2(~15.5% screen-to-body ratio)",1.3 MP,1.1,No,1.1,Discontinued,128MB,WinCE 4.2,"Light Silver, Dark Gray","Downloadable polyphonic, MP3, WAV, MIDI ringtones",WAP 2.0/HTML,Class 10,170 g (6.00 oz),Yes,176 x 220 pixels (~148 ppi density)
