,Positioning,Single_1,Talk time,Video,Video_1,_1,WLAN,GPRS,3G bands,Alert types,CPU,OS,USB,2G bands,Announced,Internal,Chipset,GPU,Status,3.5mm jack,Price,EDGE,_2,Model Name,SIM,Brand,Type,Technology,Size,Model Image,Weight,Infrared port,Colors,Resolution,Speed,Sensors,Radio,Bluetooth,Browser,Features,Dimensions,Card slot,Loudspeaker,Type_1,Single,Stand-by
Handwriting recognition,"GPS, Qualcomm gpsOne",VGA videocall camera,Up to 4 h 30 min,Yes,,MIO Spirit Mobile navigationMP3/MP4 playerOrganizerPocket OfficeVoice memo/dial,Wi-Fi 802.11 b/g,,HSDPA 850 / 1900 / 2100,,528 MHz ARM 11,Windows Mobile 6.1 Professional,miniUSB 2.0,GSM 850 / 900 / 1800 / 1900,"2009, June. Released 2009, Q3","128MB RAM, 256MB ROM",Qualcomm MSM7201A,Adreno 130,Discontinued,No,,,,Mitac MIO Explora K75,Mini-SIM,Mitac,"TFT resistive touchscreen, 256K colors (65K effective)",GSM / HSPA,"3.5 inches, 34.9 cm2(~49.2% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/mitac-mio-k75.jpg,115 g (4.06 oz),Yes,Black,"240 x 400 pixels, 5:3 ratio (~133 ppi density)",HSPA,Accelerometer,No,"2.1, A2DP","WAP 2.0/xHTML, HTML 4.0",,115.3 x 61.5 x 11.9 mm (4.54 x 2.42 x 0.47 in),microSD (dedicated slot),Yes,Removable Li-Ion 1000 mAh battery,3.15 MP,Up to 200 h
Handwriting recognition,"GPS, Qualcomm gpsOne",VGA videocall camera,Up to 4 h 30 min,Yes,,Car antenna connectorMP3/MP4 playerOrganizerPocket OfficeVoice memo/dial,Wi-Fi 802.11 b/g,,HSDPA 850 / 1900 / 2100,,528 MHz ARM 11,Windows Mobile 6.1 Professional,miniUSB 2.0,GSM 850 / 900 / 1800 / 1900,"2009, February. Released 2009, Q3","128MB RAM, 256MB ROM",Qualcomm MSM7201A,Adreno 130,Discontinued,No,,,,Mitac MIO Explora K70,Mini-SIM,Mitac,"TFT resistive touchscreen, 256K colors (65K effective)",GSM / HSPA,"3.5 inches, 34.9 cm2(~49.2% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/mitac-mio-k70.jpg,115 g (4.06 oz),,Black,"240 x 400 pixels, 5:3 ratio (~133 ppi density)",HSPA,Accelerometer,No,"2.1, A2DP","WAP 2.0/xHTML, HTML 4.0",,115.3 x 61.5 x 11.9 mm (4.54 x 2.42 x 0.47 in),microSD (dedicated slot),Yes,Removable Li-Ion 1000 mAh battery,3.15 MP,Up to 200 h
Handwriting recognition,"GPS, A-GPS, SiRF Star III chipset",,,Yes,,,No,,UMTS 2100,,"Samsung S3C 2443, 400MHz",Windows Mobile 6.1 Professional,miniUSB 2.0,GSM 850 / 900 / 1800 / 1900,"2008, August. Released Released 2009, October",64MB RAM,,,Discontinued,No,,,MP3/WMA/WAV/eAAC playerMP4/H.263 playerPocket OfficeOrganizerVoice memoPredictive text input,Mitac MIO Leap G50,Mini-SIM,Mitac,"TFT resistive touchscreen, 65K colors",GSM / UMTS,"2.8 inches, 24.3 cm2(~42.3% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/mitak-mio-leap-g50.jpg,119 g (4.20 oz),,Black,"240 x 320 pixels, 4:3 ratio (~143 ppi density)","Yes, 384 kbps",Accelerometer,No,"2.0, A2DP","WAP 2.0/xHTML, HTML",,98 x 58.5 x 14.2 mm (3.86 x 2.30 x 0.56 in),microSDHC (dedicated slot),Yes,Removable Li-Ion battery,"2 MP, AF",
"Secondary OLED 65K display, 1.7"" inches","GPS, A-GPS, SiRF Star III chipset, MioMap navigation",,Up to 5 h,Yes,,,No,Class 10,,,"Samsung S3C 2443, 400MHz",Windows Mobile 6.1 Professional,miniUSB 1.1,GSM 900 / 1800 / 1900,"2008, June. Released 2009, October","64MB RAM, 1GB",,,Discontinued,No,,Class 10,Dual-face phoneMP3/WMA/WAV/eAAC playerMP4/H.263 playerPocket OfficeOrganizerVoice memoPredictive text input,Mitac MIO Leap K1,Mini-SIM,Mitac,"TFT resistive touchscreen, 65K colors",GSM,"2.6 inches, 20.9 cm2(~37.2% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/mitac-mio-leap-k1.jpg,125 g (4.41 oz),,Black,"240 x 320 pixels, 4:3 ratio (~154 ppi density)",,,No,"2.0, A2DP","WAP 2.0/xHTML, HTML",LED flash,105.1 x 53.5 x 14.5 mm (4.14 x 2.11 x 0.57 in),microSDHC (dedicated slot),Yes,Removable Li-Ion 790 mAh battery,"2 MP, AF",
Handwriting recognition5 way joystick,"GPS, SiRF Star III chipset",,,Yes,,No,No,Class 10,,"Vibration; Downloadable polyphonic, MP3 ringtones",200 MHz ARM926EJ-S,Windows Mobile 6 Professional,miniUSB 2.0,GSM 850 / 900 / 1800 / 1900,"2007, Q4","64MB RAM, ROM varies by region",TI OMAP 850,,Cancelled,No,,,Car antenna connectorMP3/MP4 playerOrganizerPocket OfficeVoice memo/dial,Mitac MIO A502,Mini-SIM,Mitac,"TFT resistive touchscreen, 256K colors",GSM,"2.7 inches, 22.6 cm2(~39.6% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/mio-a502.gif,135 g (4.76 oz),,Gray,"240 x 320 pixels, 4:3 ratio (~148 ppi density)",,,No,2.0,"WAP 2.0/xHTML, HTML 4.0",LED flash,95.7 x 59.6 x 20.7 mm (3.77 x 2.35 x 0.81 in),"SD/MMC, SDIO",Yes,Removable Li-Ion 1050 mAh battery,2 MP,Up to 200 h
Handwriting recognition5 way joystick,"GPS, SiRF Star III chipset",,Up to 4 h 30 min,Yes,,No,No,Class 10,,"Vibration; Downloadable polyphonic, MP3 ringtones",200 MHz ARM926EJ-S,Windows Mobile 5 AKU3.3,1.1,GSM 850 / 900 / 1800 / 1900,"2007, Q4",256MB 64MB RAM,TI OMAP 850,,Cancelled,No,About 210 EUR,Class 10,Car antenna connectorMP3/MP4 playerOrganizerPocket OfficeeUtilityE-viewerMio MenuCustomized Today screenVoice memo/dial,Mitac MIO A501,Mini-SIM,Mitac,"TFT resistive touchscreen, 256K colors",GSM,"2.7 inches, 22.6 cm2(~39.6% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/mio-a501.gif,135 g (4.76 oz),,Gray,"240 x 320 pixels, 4:3 ratio (~148 ppi density)",,,No,"2.0, A2DP","WAP 2.0/xHTML, HTML 4.0",LED flash,"95.7 x 59.6 x 20.7 mm, 118 cc (3.77 x 2.35 x 0.81 in)","SD/MMC, SDIO",Yes,Removable Li-Ion 1050 mAh battery,2 MP,Up to 200 h
Handwriting recognition,"GPS, SiRF Star III chipset",,Up to 4 h,Yes,,No,Wi-Fi 802.11 b/g,Class 10,,"Vibration; Downloadable polyphonic, MP3 ringtones",200 MHz ARM926EJ-S,Microsoft Windows Mobile 6.0 Professional,miniUSB 1.1,GSM 850 / 900 / 1800 / 1900,"2007, September. Released 2007, November","64MB RAM, 256MB to 2GB (depends on region)",TI OMAP 850,,Discontinued,No,About 340 EUR,Class 10,MP3/MP4 playerPocket OfficeOrganizerVoice memo/dial,Mitac MIO A702,Mini-SIM,Mitac,"TFT resistive touchscreen, 65K colors",GSM,"2.7 inches, 22.6 cm2(~35.7% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/mio-a702.gif,148 g (5.22 oz),,,"240 x 320 pixels, 4:3 ratio (~148 ppi density)",,,No,2.0,WAP 2.0/xHTML,LED flash,110 x 57.5 x 16.5 mm (4.33 x 2.26 x 0.65 in),microSD (dedicated slot),Yes,Removable Li-Ion 1130 mAh battery,"3.15 MP, AF",Up to 200 h
Handwriting recognition5 way navigation key,"GPS, SiRF Star III chipset",,Up to 4 h,Yes,,No,No,Class 10,,"Vibration; Downloadable polyphonic, MP3 ringtones",Intel PXA270 520 MHz,Microsoft Windows Mobile 5.0 PocketPC,1.0,GSM 900 / 1800 / 1900,"2005, August","64MB RAM, 128MB ROM",,,Discontinued,No,,No,Pocket OfficeMP3/MP4 playerOrganizerVoice memo/dial,Mitac MIO A701,Mini-SIM,Mitac,"TFT resistive touchscreen, 65K colors",GSM,"2.7 inches, 41 x 54 mm, 22.6 cm2(~32.7% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/mitac-mio-a701.gif,150 g (5.29 oz),,,"240 x 320 pixels, 4:3 ratio (~148 ppi density)",,,No,1.2,"WAP 2.0/xHTML, HTML(IE 4.0)",,117 x 59 x 22 mm (4.61 x 2.32 x 0.87 in),"MMC/SD, up to 2 GB",Yes,Removable Li-Ion 1300 mAh battery,1.3 MP,Up to 200 h
Animated screensaversColor backgrounds,No,,Up to 4 h,Yes,,No,No,Class 10,,"Vibration; Downloadable polyphonic, MP3, Hi-Fi ringtones",Intel PXA262 200 MHz,Microsoft Windows Mobile 2003 SE Smartphone,Proprietary,GSM 900 / 1800 / 1900,"2004, Q4",32MB,,,Discontinued,No,,No,MP3/MP4 playerPredictive text inputOrganizerVoice memo,Mitac MIO 8870,Mini-SIM,Mitac,"TFT, 65K colors",GSM,"2.2 inches, 35 x 44 mm, 15.2 cm2(~28.3% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/mitac-mio-8870.gif,120 g (4.23 oz),Yes,,176 x 220 pixels (~128 ppi density),,,No,No,WAP 2.0/xHTML,,"110 x 49 x 21 mm, 110 cc (4.33 x 1.93 x 0.83 in)","MMC/SD, up to 1 GB",Yes,Removable Li-Ion 1050 mAh battery,VGA,Up to 100 h
Second external display 65K colors,No,,,No,,No,No,Class 10,,Vibration; Polyphonic(64) ringtones,Intel XScale 200 MHz,Microsoft Smartphone 2003,Proprietary,GSM 900 / 1800 / 1900,"2004, Q1",,,,Cancelled,No,,No,MP3 playerPredictive text inputOrganizer,Mitac MIO 8860,Mini-SIM,Mitac,"TFT, 256K colors (65K effective)",GSM,"2.2 inches, 35 x 44 mm, 15.2 cm2",https://fdn2.gsmarena.com/vv/bigpic/mtc8860.gif,,Yes,,176 x 220 pixels (~128 ppi density),,,No,No,WAP,,,MMC/SD,No,Removable Li-Ion battery,CIF,
Second LCD display (48 x 64 pixels),No,,Up to 3 h,No,,No,No,Yes,,"Vibration; Polyphonic(40), MP3 ringtones, composer",Intel PXA262 200 MHz,Microsoft Smartphone 2003,,GSM 900 / 1800 / 1900,"2003, Q3","16MB RAM, 32MB ROM",,,Discontinued,No,,No,MP3/AAC/AAC+/WMA/OGG/AMR playerWMV/MP4 playerPredictive text inputSync MLMP4 encoder/decoderVoice memo,Mitac MIO 8390,Mini-SIM,Mitac,"TFT, 256K colors (65K effective)",GSM,"2.2 inches, 35 x 44 mm, 15.2 cm2(~30.2% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/mitac-mio-8390.gif,125 g (4.41 oz),Yes,"Dazzling silver, opulent red","176 x 220 pixels, 8 lines (~128 ppi density)",,,No,No,WAP 2.0/xHTML,,99 x 51 x 24 mm (3.90 x 2.01 x 0.94 in),MMC/SD,No,Removable Li-Po 1050 mAh battery,VGA,Up to 100 h
Second LCD display (48 x 64 pixels),No,,Up to 3 h,No,,No,No,Yes,,"Vibration; Polyphonic ringtones, composer",Intel PXA255 200 MHz,Microsoft Smartphone 2002,,GSM 900 / 1800 / 1900,"2003, Q1","16MB RAM, 32MB ROM",,,Discontinued,No,,No,MP3/AAC/AAC+/WMA/OGG/AMR playerWMV/MP4 playerPredictive text inputSync MLMP4 encoder/decoderVoice memo,Mitac MIO 8380,Mini-SIM,Mitac,"TFT, 65k colors",GSM,"2.2 inches, 35 x 44 mm, 15.2 cm2(~30.2% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/mtc8380.gif,143 g (5.04 oz),Yes,Silver,"176 x 220 pixels, 8 lines (~128 ppi density)",,,No,No,WAP 2.0/xHTML,,97 x 52 x 30 mm (3.82 x 2.05 x 1.18 in),MMC/SD,No,Removable Li-Po 1050 mAh battery,CIF,Up to 100 h
